,location,substrate,treatment,concentration,replicate,slope,int,slope.se,int.se,pval,rsq,n,year
184,BS2,Pyr-AMC,killed,200,A,68.07329633,3965.58831,6.532981044,10.94351064,0.060909736,0.99087385,3,2013
185,BS2,Pyr-AMC,killed,250,A,57.9696382,4633.119441,20.05069182,33.58726404,0.21199572,0.893148369,3,2013
186,BS2,Pyr-AMC,killed,300,A,105.5025747,5403.560356,30.00306294,50.25865471,0.176386809,0.925177832,3,2013
187,BS2,Pyr-AMC,killed,400,A,100.6372317,6784.677592,5.823547274,9.761722425,0.036798066,0.996662617,3,2013
188,BS2,Pyr-AMC,killed,400,B,123.4508125,6624.873871,19.32094394,32.62916205,0.098833835,0.976091125,3,2013
189,BS2,Pyr-AMC,killed,400,C,102.0658062,6616.575269,37.34571664,63.06935335,0.223305475,0.881926258,3,2013
190,BS2,Pyr-AMC,live,0,A,15.24683416,1101.422259,4.563831308,7.463695131,0.185155633,0.917769412,3,2013
191,BS2,Pyr-AMC,live,50,A,34.51818243,1902.834191,0.925433796,1.513455528,0.017063713,0.999281738,3,2013
192,BS2,Pyr-AMC,live,100,A,59.1386199,2707.810388,14.21578912,23.24851837,0.150181797,0.945373545,3,2013
193,BS2,Pyr-AMC,live,150,A,67.54278729,3422.276284,13.23388453,21.69173222,0.123174644,0.963029419,3,2013
194,BS2,Pyr-AMC,live,200,A,78.6408969,4008.708577,32.78018435,53.76442505,0.251422491,0.851969875,3,2013
195,BS2,Pyr-AMC,live,250,A,70.78553532,4625.166114,27.88617048,45.98322189,0.238912297,0.865651774,3,2013
196,BS2,Pyr-AMC,live,300,A,130.5681587,5507.791698,43.23851897,71.2986537,0.203584825,0.901173078,3,2013
197,BS2,Pyr-AMC,live,400,A,162.4534435,6712.59037,58.2038039,95.97583259,0.219017572,0.886238454,3,2013
198,BS2,Pyr-AMC,live,400,B,123.1051345,6843.141402,62.20984441,102.8136753,0.297880632,0.796579386,3,2013
199,BS2,Pyr-AMC,live,400,C,90.19559902,6793.902608,45.65160808,75.44802042,0.298286668,0.796065662,3,2013
200,BW,Arg-AMC,killed,0,A,7.333333333,238.5666667,NA,NA,NA,1,2,2013
201,BW,Arg-AMC,killed,50,A,13.34693878,658.3428571,NA,NA,NA,1,2,2013
202,BW,Arg-AMC,killed,100,A,14.69387755,1121.285714,NA,NA,NA,1,2,2013
203,BW,Arg-AMC,killed,150,A,19.17525773,1025.443299,NA,NA,NA,1,2,2013
204,BW,Arg-AMC,killed,200,A,40.40816327,2162.612245,NA,NA,NA,1,2,2013
205,BW,Arg-AMC,killed,250,A,50.81632653,2626.22449,NA,NA,NA,1,2,2013
206,BW,Arg-AMC,killed,300,A,84.48979592,3458.734694,NA,NA,NA,1,2,2013
207,BW,Arg-AMC,killed,400,A,42.24489796,3980.367347,NA,NA,NA,1,2,2013
208,BW,Arg-AMC,killed,400,B,40.20618557,2896.969072,NA,NA,NA,1,2,2013
209,BW,Arg-AMC,killed,400,C,38.35051546,3866.247423,NA,NA,NA,1,2,2013
210,BW,Arg-AMC,live,0,A,-0.529411765,250.5,NA,NA,NA,1,2,2013
211,BW,Arg-AMC,live,50,A,19.52941176,806.9745098,NA,NA,NA,1,2,2013
212,BW,Arg-AMC,live,100,A,19.41176471,1298.676471,NA,NA,NA,1,2,2013
213,BW,Arg-AMC,live,150,A,20.58823529,999.6568627,NA,NA,NA,1,2,2013
214,BW,Arg-AMC,live,200,A,35.64356436,2253.811881,NA,NA,NA,1,2,2013
215,BW,Arg-AMC,live,250,A,26.73267327,2816.108911,NA,NA,NA,1,2,2013
216,BW,Arg-AMC,live,300,A,60,2879,NA,NA,NA,1,2,2013
217,BW,Arg-AMC,live,400,A,95.04950495,4066.247525,NA,NA,NA,1,2,2013
218,BW,Arg-AMC,live,400,B,52.65306122,4076.734694,NA,NA,NA,1,2,2013
219,BW,Arg-AMC,live,400,C,42.85714286,3938.714286,NA,NA,NA,1,2,2013
220,BW,Gly-AMC,killed,50,A,17.41935484,1084.064516,NA,NA,NA,1,2,2013
221,BW,Gly-AMC,killed,100,A,30.32258065,1825.408602,NA,NA,NA,1,2,2013
222,BW,Gly-AMC,killed,150,A,-3525.652174,8846.695652,NA,NA,NA,1,2,2013
223,BW,Gly-AMC,killed,200,A,105.8064516,3304.258065,NA,NA,NA,1,2,2013
224,BW,Gly-AMC,killed,250,A,112.2580645,3694.322581,NA,NA,NA,1,2,2013
225,BW,Gly-AMC,killed,300,A,178.7234043,4621.382979,NA,NA,NA,1,2,2013
226,BW,Gly-AMC,killed,400,A,107.8723404,6050.638298,NA,NA,NA,1,2,2013
227,BW,Gly-AMC,killed,400,B,85.80645161,7237.827957,NA,NA,NA,1,2,2013
228,BW,Gly-AMC,killed,400,C,66.4516129,6084.956989,NA,NA,NA,1,2,2013
229,BW,Gly-AMC,live,0,A,6,239.6,NA,NA,NA,1,2,2013
230,BW,Gly-AMC,live,50,A,-291.244898,959.7408163,NA,NA,NA,1,2,2013
231,BW,Gly-AMC,live,100,A,36.12244898,1722.979592,NA,NA,NA,1,2,2013
232,BW,Gly-AMC,live,150,A,3123.061224,1960.489796,NA,NA,NA,1,2,2013
233,BW,Gly-AMC,live,200,A,840.6122449,3370.897959,NA,NA,NA,1,2,2013
234,BW,Gly-AMC,live,250,A,115.6701031,4182.793814,NA,NA,NA,1,2,2013
235,BW,Gly-AMC,live,300,A,80.20408163,4916.295918,NA,NA,NA,1,2,2013
236,BW,Gly-AMC,live,400,A,110.8163265,6719.683673,NA,NA,NA,1,2,2013
237,BW,Gly-AMC,live,400,B,118.1632653,10828.33673,NA,NA,NA,1,2,2013
238,BW,Gly-AMC,live,400,C,43.91752577,3063.216495,NA,NA,NA,1,2,2013
239,BW,GlyGlyArg-AMC,killed,0,A,1.175257732,242.3731959,NA,NA,NA,1,2,2013
240,BW,GlyGlyArg-AMC,killed,50,A,5.25,727.8125,NA,NA,NA,1,2,2013
241,BW,GlyGlyArg-AMC,killed,100,A,5.625,1011.90625,NA,NA,NA,1,2,2013
242,BW,GlyGlyArg-AMC,killed,150,A,7.422680412,2183.917526,NA,NA,NA,1,2,2013
243,BW,GlyGlyArg-AMC,killed,200,A,49.48453608,8005.783505,NA,NA,NA,1,2,2013
244,BW,GlyGlyArg-AMC,killed,250,A,93.125,14578.22917,NA,NA,NA,1,2,2013
245,BW,GlyGlyArg-AMC,killed,300,A,156.25,13785.45833,NA,NA,NA,1,2,2013
246,BW,GlyGlyArg-AMC,live,0,A,3.030927835,240.7845361,NA,NA,NA,1,2,2013
247,BW,GlyGlyArg-AMC,live,50,A,4.639175258,843.2804124,NA,NA,NA,1,2,2013
248,BW,GlyGlyArg-AMC,live,100,A,1.875,1069.03125,NA,NA,NA,1,2,2013
249,BW,GlyGlyArg-AMC,live,150,A,2.5,1785.708333,NA,NA,NA,1,2,2013
250,BW,GlyGlyArg-AMC,live,200,A,24.375,8639.40625,NA,NA,NA,1,2,2013
251,BW,GlyGlyArg-AMC,live,250,A,3.092783505,3325.402062,NA,NA,NA,1,2,2013
252,BW,GlyGlyArg-AMC,live,300,A,155.8762887,13065.46392,NA,NA,NA,1,2,2013
253,BW,GlyGlyArg-AMC,live,400,A,95,11874.33333,NA,NA,NA,1,2,2013
254,BW,GlyGlyArg-AMC,live,400,B,127.5,10190,NA,NA,NA,1,2,2013
255,BW,GlyGlyArg-AMC,live,400,C,60.6185567,7276.670103,NA,NA,NA,1,2,2013
256,BW,Leu-AMC,killed,0,A,-0.516129032,247.8892473,NA,NA,NA,1,2,2013
257,BW,Leu-AMC,killed,50,A,21.31914894,837.3829787,NA,NA,NA,1,2,2013
258,BW,Leu-AMC,killed,100,A,19.85106383,934.4904255,NA,NA,NA,1,2,2013
259,BW,Leu-AMC,killed,150,A,59.36170213,1438.244681,NA,NA,NA,1,2,2013
260,BW,Leu-AMC,killed,200,A,52.9787234,1895.691489,NA,NA,NA,1,2,2013
261,BW,Leu-AMC,killed,250,A,70.10526316,2487.126316,NA,NA,NA,1,2,2013
262,BW,Leu-AMC,killed,300,A,-3098.526316,8673.768421,NA,NA,NA,1,2,2013
263,BW,Leu-AMC,killed,400,A,100.212766,3362.914894,NA,NA,NA,1,2,2013
264,BW,Leu-AMC,killed,400,B,112.9787234,3160.808511,NA,NA,NA,1,2,2013
265,BW,Leu-AMC,killed,400,C,315.1578947,2926.936842,NA,NA,NA,1,2,2013
266,BW,Leu-AMC,live,0,A,3.510638298,238.9882979,NA,NA,NA,1,2,2013
267,BW,Leu-AMC,live,50,A,11.87096774,617.9430108,NA,NA,NA,1,2,2013
268,BW,Leu-AMC,live,100,A,27.09677419,1042.967742,NA,NA,NA,1,2,2013
269,BW,Leu-AMC,live,150,A,40.21276596,1351.595745,NA,NA,NA,1,2,2013
270,BW,Leu-AMC,live,200,A,63.87096774,1777.645161,NA,NA,NA,1,2,2013
271,BW,Leu-AMC,live,250,A,72.25806452,2121.709677,NA,NA,NA,1,2,2013
272,BW,Leu-AMC,live,300,A,27.09677419,2568.516129,NA,NA,NA,1,2,2013
273,BW,Leu-AMC,live,400,A,103.4042553,3096.808511,NA,NA,NA,1,2,2013
274,BW,Leu-AMC,live,400,B,80.42553191,3176.851064,NA,NA,NA,1,2,2013
275,BW,Leu-AMC,live,400,C,49.67741935,3273.784946,NA,NA,NA,1,2,2013
276,BW,Pyr-AMC,killed,0,A,-2.75,254.1375,NA,NA,NA,1,2,2013
277,BW,Pyr-AMC,killed,50,A,-4.375,255.8416667,NA,NA,NA,1,2,2013
278,BW,Pyr-AMC,killed,100,A,-0.625,243.2916667,NA,NA,NA,1,2,2013
279,BW,Pyr-AMC,killed,150,A,-2.1875,249.4208333,NA,NA,NA,1,2,2013
280,BW,Pyr-AMC,killed,200,A,6.6875,247.2791667,NA,NA,NA,1,2,2013
281,BW,Pyr-AMC,killed,250,A,2.907216495,252.843299,NA,NA,NA,1,2,2013
282,BW,Pyr-AMC,killed,300,A,3.875,236.5270833,NA,NA,NA,1,2,2013
283,BW,Pyr-AMC,killed,400,A,-0.0625,241.4302083,NA,NA,NA,1,2,2013
284,BW,Pyr-AMC,killed,400,B,7.5625,238.8447917,NA,NA,NA,1,2,2013
285,BW,Pyr-AMC,killed,400,C,-2.8125,249.859375,NA,NA,NA,1,2,2013
286,BW,Pyr-AMC,live,0,A,4.340425532,240.9914894,NA,NA,NA,1,2,2013
287,BW,Pyr-AMC,live,50,A,1.831578947,243.5368421,NA,NA,NA,1,2,2013
288,BW,Pyr-AMC,live,100,A,-1.010526316,247.7210526,NA,NA,NA,1,2,2013
289,BW,Pyr-AMC,live,150,A,-7.957894737,258.2157895,NA,NA,NA,1,2,2013
290,BW,Pyr-AMC,live,200,A,1.787234043,248.5255319,NA,NA,NA,1,2,2013
291,BW,Pyr-AMC,live,250,A,-3.978947368,258.9242105,NA,NA,NA,1,2,2013
292,BW,Pyr-AMC,live,300,A,5.431578947,240.9463158,NA,NA,NA,1,2,2013
293,BW,Pyr-AMC,live,400,A,149.7473684,190.6094737,NA,NA,NA,1,2,2013
294,BW,Pyr-AMC,live,400,B,3.347368421,245.1936842,NA,NA,NA,1,2,2013
295,BW,Pyr-AMC,live,400,C,-6.4375,258.996875,NA,NA,NA,1,2,2013
296,DR,Arg-AMC,killed,0,A,4.54999772,319.7994483,6.347404286,12.95975152,0.604066473,0.339429307,3,2013
297,DR,Arg-AMC,killed,50,A,20.9943915,845.4427431,5.019638194,10.2487979,0.149407263,0.945925186,3,2013
298,DR,Arg-AMC,killed,100,A,26.65815512,1338.27354,2.520954894,5.147135356,0.060024079,0.991136537,3,2013
299,DR,Arg-AMC,killed,150,A,49.3915884,1821.857493,31.72715362,64.97614685,0.363500495,0.707901623,3,2013
300,DR,Arg-AMC,killed,200,A,34.7275546,2412.489421,32.44307835,66.6853835,0.478356875,0.533970752,3,2013
301,DR,Arg-AMC,killed,250,A,52.56121472,2556.937942,5.994375828,12.32118749,0.072291354,0.987160593,3,2013
302,DR,Arg-AMC,killed,300,A,137.2892253,3334.704368,87.8898701,180.6539327,0.362517498,0.709304907,3,2013
303,DR,Arg-AMC,killed,400,A,64.52920523,4531.99218,9.536507,19.60188918,0.093407319,0.978626146,3,2013
304,DR,Arg-AMC,killed,400,B,80.98815843,4287.653464,30.53897667,62.96182801,0.229560361,0.875511868,3,2013
305,DR,Arg-AMC,killed,400,C,62.57954754,4170.267105,45.5439845,93.90666981,0.400514263,0.65374003,3,2013
306,DR,Arg-AMC,live,0,A,4.943687018,300.9194428,2.574975356,5.152155658,0.305702934,0.786598553,3,2013
307,DR,Arg-AMC,live,50,A,986.9983447,1906.752713,9.537907151,19.14347527,0.006151815,0.999906625,3,2013
308,DR,Arg-AMC,live,100,A,1333.292144,2737.141808,2.646528775,5.331269779,0.001263662,0.99999606,3,2013
309,DR,Arg-AMC,live,150,A,1519.271351,3588.309334,52.50409817,105.7662832,0.021992023,0.998807118,3,2013
310,DR,Arg-AMC,live,200,A,1586.574712,4195.96603,101.4660652,204.3971605,0.040658315,0.995926685,3,2013
311,DR,Arg-AMC,live,250,A,1724.810127,4821.063291,107.4309995,217.0812235,0.039601148,0.996135484,3,2013
312,DR,Arg-AMC,live,300,A,1744.536546,5503.848033,133.9032991,270.5726665,0.048768638,0.994143053,3,2013
313,DR,Arg-AMC,live,400,A,1905.576605,6938.212065,89.76910007,181.3987493,0.029968129,0.997785691,3,2013
314,DR,Arg-AMC,live,400,B,1837.333455,7032.318317,26.75908324,54.26921235,0.00927113,0.999787932,3,2013
315,DR,Arg-AMC,live,400,C,1646.868816,6574.701245,59.87267873,121.425801,0.023134418,0.998680025,3,2013
316,DR,Gly-AMC,killed,0,A,3.72212803,319.9322641,1.712923087,3.604909237,0.274576494,0.825229591,3,2013
317,DR,Gly-AMC,killed,50,A,26.61274802,1247.279842,7.307424179,15.37874124,0.17060076,0.92988988,3,2013
318,DR,Gly-AMC,killed,100,A,64.71245933,2238.060349,9.2384509,19.44265755,0.09027483,0.980026223,3,2013
319,DR,Gly-AMC,killed,150,A,54.9085769,3046.299895,23.36621914,49.32031466,0.256134079,0.846674917,3,2013
320,DR,Gly-AMC,killed,200,A,65.68556772,3965.622164,26.91606475,56.82319686,0.247582374,0.856228475,3,2013
321,DR,Gly-AMC,killed,250,A,88.33796908,4582.954722,19.9307073,42.34634778,0.141268063,0.951561842,3,2013
322,DR,Gly-AMC,killed,300,A,97.332087,5369.631845,92.41526845,196.3527455,0.483507314,0.525895061,3,2013
323,DR,Gly-AMC,killed,400,A,92.03000319,6928.057772,29.67097569,63.04128783,0.198551165,0.905841998,3,2013
324,DR,Gly-AMC,killed,400,B,49.63658748,6950.090511,18.55650256,39.42660435,0.227756881,0.877376324,3,2013
325,DR,Gly-AMC,killed,400,C,53.99755002,6825.704369,0.848697823,1.808509811,0.010005145,0.999753026,3,2013
326,DR,Gly-AMC,live,0,A,5.551456842,294.4675072,2.203703145,4.559944098,0.24056744,0.863873576,3,2013
327,DR,Gly-AMC,live,50,A,436.3621239,1745.578354,54.93192052,113.6796842,0.07972221,0.984399912,3,2013
328,DR,Gly-AMC,live,100,A,753.5092882,3005.956226,44.63128897,92.64103781,0.037663773,0.996503926,3,2013
329,DR,Gly-AMC,live,150,A,935.9285942,3869.923373,47.87208048,99.71860635,0.032534295,0.997390577,3,2013
330,DR,Gly-AMC,live,200,A,1167.299713,5188.165496,124.2731251,258.8636784,0.067521515,0.988792855,3,2013
331,DR,Gly-AMC,live,250,A,1482.963841,6463.101363,176.2441266,367.1204282,0.075306405,0.986072378,3,2013
332,DR,Gly-AMC,live,300,A,1381.210615,7358.908326,116.5159763,242.7053652,0.053577035,0.992934034,3,2013
333,DR,Gly-AMC,live,400,A,1685.851934,9142.189981,115.8646659,241.3821458,0.043684695,0.995298715,3,2013
334,DR,Gly-AMC,live,400,B,1434.863441,8879.570036,124.5861528,259.5517165,0.05513806,0.992517331,3,2013
335,DR,Gly-AMC,live,400,C,1378.888174,9095.600009,28.2744472,59.08076629,0.013052219,0.999579711,3,2013
336,DR,GlyGlyArg-AMC,killed,0,A,3.25658735,315.2049175,1.89543173,4.356477863,0.335563241,0.746960437,3,2013
337,DR,GlyGlyArg-AMC,killed,50,A,11.76528739,1250.469425,8.69572182,20.04037772,0.405201112,0.646718192,3,2013
338,DR,GlyGlyArg-AMC,killed,100,A,19.19644118,2147.607118,9.136011533,21.05508039,0.282786794,0.815326912,3,2013
339,DR,GlyGlyArg-AMC,killed,150,A,23.98813727,3127.023725,30.45337178,70.1836013,0.575249742,0.382895899,3,2013
340,DR,GlyGlyArg-AMC,killed,200,A,0.372208437,4061.586849,2.965546048,6.837389961,0.920512909,0.015508685,3,2013
341,DR,GlyGlyArg-AMC,killed,250,A,63.69979658,4799.559298,26.55472568,61.41806931,0.251443752,0.851946154,3,2013
342,DR,GlyGlyArg-AMC,killed,300,A,31.94427362,5652.756516,34.89747668,80.71390633,0.528108862,0.455904065,3,2013
343,DR,GlyGlyArg-AMC,killed,400,A,0.199124417,7724.598432,82.66439351,191.7072789,0.998466495,5.80E-06,3,2013
344,DR,GlyGlyArg-AMC,killed,400,B,41.87120463,7205.893071,21.34182078,49.49388988,0.300089031,0.793779474,3,2013
345,DR,GlyGlyArg-AMC,killed,400,C,46.24249018,7144.563839,29.26108068,68.10204114,0.359162178,0.714079703,3,2013
346,DR,GlyGlyArg-AMC,live,0,A,5.721344975,297.5798068,3.268469646,7.435385982,0.330425671,0.753944952,3,2013
347,DR,GlyGlyArg-AMC,live,50,A,211.0083322,1519.35028,26.86011851,61.12712722,0.080604449,0.984054585,3,2013
348,DR,GlyGlyArg-AMC,live,100,A,315.374947,2556.762604,38.37124844,87.32367222,0.077077832,0.985412676,3,2013
349,DR,GlyGlyArg-AMC,live,150,A,362.4106765,3524.259003,27.4080346,62.37405159,0.048054173,0.994313082,3,2013
350,DR,GlyGlyArg-AMC,live,200,A,376.7561079,4633.379654,25.88658904,58.91160981,0.043672959,0.995301236,3,2013
351,DR,GlyGlyArg-AMC,live,250,A,428.4692211,5268.963481,26.67796369,60.90711047,0.039587028,0.996138236,3,2013
352,DR,GlyGlyArg-AMC,live,300,A,480.4787459,6246.050487,32.911656,75.37349401,0.043538938,0.995329986,3,2013
353,DR,GlyGlyArg-AMC,live,400,A,580.3883632,7906.56308,51.78051623,118.5865102,0.056647334,0.992103181,3,2013
354,DR,GlyGlyArg-AMC,live,400,B,484.0036718,7915.392718,24.27219342,55.58760172,0.031898982,0.997491409,3,2013
355,DR,GlyGlyArg-AMC,live,400,C,406.031634,8052.703926,5.393548977,12.35217795,0.008456085,0.999823578,3,2013
356,DR,Leu-AMC,killed,0,A,3.590675005,318.730481,6.098813074,13.25560078,0.661250655,0.257403501,3,2013
357,DR,Leu-AMC,killed,50,A,2.026669119,762.5398473,1.640940539,3.566538672,0.433290881,0.604021071,3,2013
358,DR,Leu-AMC,killed,100,A,16.88155233,1024.623368,9.877181403,21.46777937,0.337015104,0.744974893,3,2013
359,DR,Leu-AMC,killed,150,A,35.81450159,1729.409839,3.186512438,6.950864518,0.056493016,0.992146034,3,2013
360,DR,Leu-AMC,killed,200,A,39.83640649,1974.302648,6.641969408,14.48838829,0.105176848,0.972952625,3,2013
361,DR,Leu-AMC,killed,250,A,42.0066213,2321.387714,13.80989562,30.21040708,0.202206101,0.902461926,3,2013
362,DR,Leu-AMC,killed,300,A,58.6757403,2759.457237,8.018340781,17.54085228,0.086461797,0.981667724,3,2013
363,DR,Leu-AMC,killed,400,A,71.09345952,3478.1325,5.260259086,11.89485597,0.047018303,0.994555176,3,2013
364,DR,Leu-AMC,killed,400,B,7.810038682,3653.46465,6.136482378,13.42788089,0.423970364,0.618294729,3,2013
365,DR,Leu-AMC,killed,400,C,39.82392902,3451.328666,9.497103763,20.85081547,0.149035701,0.946188884,3,2013
366,DR,Leu-AMC,live,0,A,3.615139332,297.5594159,3.002093331,6.421772182,0.441188957,0.591855479,3,2013
367,DR,Leu-AMC,live,50,A,3003.99695,3870.138823,78.44775798,167.8074511,0.016621204,0.9993185,3,2013
368,DR,Leu-AMC,live,100,A,4457.406072,5634.335736,68.4776,146.480305,0.009779402,0.999764044,3,2013
369,DR,Leu-AMC,live,150,A,6093.608591,8129.797775,452.9355115,975.010247,0.047232838,0.994505467,3,2013
370,DR,Leu-AMC,live,200,A,6717.05075,9110.674753,249.97258,538.1027118,0.023680643,0.998616986,3,2013
371,DR,Leu-AMC,live,250,A,7677.662554,9944.579694,111.7704657,240.6576333,0.009267178,0.999788113,3,2013
372,DR,Leu-AMC,live,300,A,7850.654374,11504.31122,579.649905,1248.068293,0.046919427,0.99457801,3,2013
373,DR,Leu-AMC,live,400,A,8759.097848,14679.64392,23.97378766,51.76874508,0.001742434,0.999992509,3,2013
374,DR,Leu-AMC,live,400,B,7478.792533,13792.31138,147.5269576,318.5681616,0.012556358,0.999611035,3,2013
375,DR,Leu-AMC,live,400,C,6589.409512,12820.69039,84.91637537,183.9872944,0.008203535,0.999833958,3,2013
376,DR,Pyr-AMC,killed,0,A,0.93877551,332.3006803,1.290201112,2.879281952,0.599551477,0.346161711,3,2013
377,DR,Pyr-AMC,killed,50,A,7.857142857,1208.27381,11.95939843,26.68923453,0.629952165,0.301495017,3,2013
378,DR,Pyr-AMC,killed,100,A,39.08163265,2015.426871,20.79639235,46.41034379,0.311318322,0.779326552,3,2013
379,DR,Pyr-AMC,killed,150,A,57.34975877,2682.761019,20.45943944,45.80711674,0.21815313,0.88709933,3,2013
380,DR,Pyr-AMC,killed,200,A,90.88669259,3859.962246,57.12871313,127.9068099,0.357247397,0.716793909,3,2013
381,DR,Pyr-AMC,killed,250,A,83.33178525,4279.021503,41.60879624,93.46212754,0.294818186,0.800438448,3,2013
382,DR,Pyr-AMC,killed,300,A,141.4984308,5158.650265,29.86163009,67.28567868,0.132408455,0.957361705,3,2013
383,DR,Pyr-AMC,killed,400,A,147.9329243,6366.841164,7.68141695,17.30814263,0.03302682,0.997311044,3,2013
384,DR,Pyr-AMC,killed,400,B,165.0653426,6530.623308,9.789182184,22.05746187,0.037710498,0.996495256,3,2013
385,DR,Pyr-AMC,killed,400,C,121.2149359,7005.304291,70.78466601,160.0109256,0.336480184,0.745707036,3,2013
386,DR,Pyr-AMC,live,0,A,2.221093349,309.5626136,1.536784419,3.384610444,0.385328145,0.676255155,3,2013
387,DR,Pyr-AMC,live,50,A,39.83315468,1199.868854,2.126216073,4.682773353,0.033949303,0.997158879,3,2013
388,DR,Pyr-AMC,live,100,A,78.65545044,2054.635876,58.93590041,129.8002905,0.40937697,0.64043508,3,2013
389,DR,Pyr-AMC,live,150,A,75.34728962,2806.095938,21.5683909,47.65923947,0.177488118,0.924264984,3,2013
390,DR,Pyr-AMC,live,200,A,86.24385217,3719.094946,22.99070485,50.81799134,0.165851874,0.933651219,3,2013
391,DR,Pyr-AMC,live,250,A,133.3117398,4439.448315,16.36798911,36.28169214,0.077774794,0.985148997,3,2013
392,DR,Pyr-AMC,live,300,A,162.9076758,5237.380459,88.93056132,197.1256962,0.31811029,0.770414922,3,2013
393,DR,Pyr-AMC,live,400,A,176.2110079,7227.199085,58.71875558,130.5847663,0.204773432,0.900055913,3,2013
394,DR,Pyr-AMC,live,400,B,173.8278109,6622.393826,15.15214279,33.69688282,0.05535267,0.992459117,3,2013
395,DR,Pyr-AMC,live,400,C,54.8133402,6979.216802,85.88534851,191.0631778,0.638370663,0.289428908,3,2013
396,GW,Arg-AMC,killed,0,A,0.328125,265.7671875,NA,NA,NA,1,2,2013
397,GW,Arg-AMC,killed,50,A,-2.53125,790.3953125,NA,NA,NA,1,2,2013
398,GW,Arg-AMC,killed,100,A,7.96875,1267.070313,NA,NA,NA,1,2,2013
399,GW,Arg-AMC,killed,150,A,11.71875,1747.632813,NA,NA,NA,1,2,2013
400,GW,Arg-AMC,killed,200,A,20.45454545,2331.272727,NA,NA,NA,1,2,2013
401,GW,Arg-AMC,killed,250,A,21.98473282,2698.70229,NA,NA,NA,1,2,2013
402,GW,Arg-AMC,killed,300,A,16.03053435,3133.59542,NA,NA,NA,1,2,2013
403,GW,Arg-AMC,killed,400,A,1.374045802,4399.793893,NA,NA,NA,1,2,2013
404,GW,Arg-AMC,killed,400,B,-38.18181818,4185.727273,NA,NA,NA,1,2,2013
