site,substrate,rep,treatment,time,RFU,year,fluorimeter,when
SPP,1,1,live,12:28,127131.9,2015,UT,TN2015
SPP,1,2,live,12:28,129944.19,2015,UT,TN2015
SPP,1,3,live,12:28,126610.79,2015,UT,TN2015
SPP,1,kill,killed,12:29,119520.13,2015,UT,TN2015
SPP,2,1,live,12:29,119329.01,2015,UT,TN2015
SPP,2,2,live,12:29,117466.71,2015,UT,TN2015
SPP,2,3,live,12:29,112325.02,2015,UT,TN2015
SPP,2,kill,killed,12:30,115699.24,2015,UT,TN2015
SPP,3,1,live,12:30,119700.39,2015,UT,TN2015
SPP,3,2,live,12:30,116693.74,2015,UT,TN2015
SPP,3,3,live,12:30,116388.81,2015,UT,TN2015
SPP,3,kill,killed,12:31,106671.57,2015,UT,TN2015
SPP,4,1,live,12:31,141582.85,2015,UT,TN2015
SPP,4,2,live,12:31,144699.79,2015,UT,TN2015
SPP,4,3,live,12:31,144000.23,2015,UT,TN2015
SPP,4,kill,killed,12:32,137970.65,2015,UT,TN2015
SPP,5,1,live,12:32,220606.93,2015,UT,TN2015
SPP,5,2,live,12:32,206406.78,2015,UT,TN2015
SPP,5,3,live,12:32,213141.62,2015,UT,TN2015
SPP,5,kill,killed,12:33,178936.4,2015,UT,TN2015
SPP,1,1,live,12:47,134019.32,2015,UT,TN2015
SPP,1,2,live,12:47,135576.42,2015,UT,TN2015
SPP,1,3,live,12:48,134050.82,2015,UT,TN2015
SPP,1,kill,killed,12:48,119782.95,2015,UT,TN2015
SPP,2,1,live,12:48,123125.28,2015,UT,TN2015
SPP,2,2,live,12:49,122166.31,2015,UT,TN2015
SPP,2,3,live,12:49,117294.46,2015,UT,TN2015
SPP,2,kill,killed,12:49,118976.89,2015,UT,TN2015
SPP,3,1,live,12:50,129299.25,2015,UT,TN2015
SPP,3,2,live,12:50,127842.35,2015,UT,TN2015
SPP,3,3,live,12:50,126318.03,2015,UT,TN2015
SPP,3,kill,killed,12:50,105295.18,2015,UT,TN2015
SPP,4,1,live,12:51,140738.31,2015,UT,TN2015
SPP,4,2,live,12:51,140127.01,2015,UT,TN2015
SPP,4,3,live,12:51,142915.82,2015,UT,TN2015
SPP,4,kill,killed,12:52,138000.15,2015,UT,TN2015
SPP,5,1,live,12:53,252355.51,2015,UT,TN2015
SPP,5,2,live,12:53,246530.42,2015,UT,TN2015
SPP,5,3,live,12:54,248280.12,2015,UT,TN2015
SPP,5,kill,killed,12:55,182555.39,2015,UT,TN2015
SPP,1,1,live,13:08,140837.04,2015,UT,TN2015
SPP,1,2,live,13:08,142383.76,2015,UT,TN2015
SPP,1,3,live,13:08,141368.96,2015,UT,TN2015
SPP,1,kill,killed,13:08,118515.14,2015,UT,TN2015
SPP,2,1,live,13:09,129879.32,2015,UT,TN2015
SPP,2,2,live,13:09,128233.43,2015,UT,TN2015
SPP,2,3,live,13:09,122318.96,2015,UT,TN2015
SPP,2,kill,killed,13:09,119536.28,2015,UT,TN2015
SPP,3,1,live,13:10,143454.25,2015,UT,TN2015
SPP,3,2,live,13:10,140999.95,2015,UT,TN2015
SPP,3,3,live,13:10,139213.84,2015,UT,TN2015
SPP,3,kill,killed,13:11,106683.78,2015,UT,TN2015
SPP,4,1,live,13:11,142101.84,2015,UT,TN2015
SPP,4,2,live,13:11,143043.18,2015,UT,TN2015
SPP,4,3,live,13:12,143495.51,2015,UT,TN2015
SPP,4,kill,killed,13:12,138191.59,2015,UT,TN2015
SPP,5,1,live,13:13,285820.18,2015,UT,TN2015
SPP,5,2,live,13:13,283270.87,2015,UT,TN2015
SPP,5,3,live,13:14,282185.18,2015,UT,TN2015
SPP,5,kill,killed,13:14,180102.14,2015,UT,TN2015
SPP,1,1,live,13:27,148538.51,2015,UT,TN2015
SPP,1,2,live,13:27,149786.45,2015,UT,TN2015
SPP,1,3,live,13:28,149233.15,2015,UT,TN2015
SPP,1,kill,killed,13:28,120131.93,2015,UT,TN2015
SPP,2,1,live,13:28,135236.9,2015,UT,TN2015
SPP,2,2,live,13:29,134400.54,2015,UT,TN2015
SPP,2,3,live,13:29,127337.93,2015,UT,TN2015
SPP,2,kill,killed,13:29,121310.1,2015,UT,TN2015
SPP,3,1,live,13:29,155550.42,2015,UT,TN2015
SPP,3,2,live,13:30,150004.43,2015,UT,TN2015
SPP,3,3,live,13:30,149636.71,2015,UT,TN2015
SPP,3,kill,killed,13:30,106858.35,2015,UT,TN2015
SPP,4,1,live,13:31,142205.29,2015,UT,TN2015
SPP,4,2,live,13:31,142414.54,2015,UT,TN2015
SPP,4,3,live,13:31,144225.98,2015,UT,TN2015
SPP,4,kill,killed,13:32,138043.15,2015,UT,TN2015
SPP,5,1,live,13:32,321251.43,2015,UT,TN2015
SPP,5,2,live,13:32,313715.75,2015,UT,TN2015
SPP,5,3,live,13:33,316750.53,2015,UT,TN2015
SPP,5,kill,killed,13:33,182441.56,2015,UT,TN2015
SPP,1,1,live,13:46,155997.64,2015,UT,TN2015
SPP,1,2,live,13:46,157540.5,2015,UT,TN2015
SPP,1,3,live,13:46,156032.54,2015,UT,TN2015
SPP,1,kill,killed,13:47,121002.71,2015,UT,TN2015
SPP,2,1,live,13:47,139595.28,2015,UT,TN2015
SPP,2,2,live,13:47,138673.31,2015,UT,TN2015
SPP,2,3,live,13:48,133353.56,2015,UT,TN2015
SPP,2,kill,killed,13:48,121721.83,2015,UT,TN2015
SPP,3,1,live,13:48,165919.32,2015,UT,TN2015
SPP,3,2,live,13:48,161641.82,2015,UT,TN2015
SPP,3,3,live,13:49,161039.51,2015,UT,TN2015
SPP,3,kill,killed,13:49,106089.13,2015,UT,TN2015
SPP,4,1,live,13:49,141295.93,2015,UT,TN2015
SPP,4,2,live,13:49,144373.82,2015,UT,TN2015
SPP,4,3,live,13:50,144566.04,2015,UT,TN2015
SPP,4,kill,killed,13:50,137434.43,2015,UT,TN2015
SPP,5,1,live,13:50,350616.87,2015,UT,TN2015
SPP,5,2,live,13:50,348829.12,2015,UT,TN2015
SPP,5,3,live,13:51,351807.28,2015,UT,TN2015
SPP,5,kill,killed,13:51,181083.76,2015,UT,TN2015
SPP,1,1,live,14:07,164147.87,2015,UT,TN2015
SPP,1,2,live,14:07,165333.1,2015,UT,TN2015
SPP,1,3,live,14:07,164077.82,2015,UT,TN2015
SPP,1,kill,killed,14:08,121945.42,2015,UT,TN2015
SPP,2,1,live,14:08,145439.64,2015,UT,TN2015
SPP,2,2,live,14:08,143802.58,2015,UT,TN2015
SPP,2,3,live,14:08,136596,2015,UT,TN2015
SPP,2,kill,killed,14:09,123903.52,2015,UT,TN2015
SPP,3,1,live,14:09,180369.71,2015,UT,TN2015
SPP,3,2,live,14:09,173415.4,2015,UT,TN2015
SPP,3,3,live,14:10,174823.17,2015,UT,TN2015
SPP,3,kill,killed,14:10,109180.41,2015,UT,TN2015
SPP,4,1,live,14:10,144776.07,2015,UT,TN2015
SPP,4,2,live,14:10,144244.07,2015,UT,TN2015
SPP,4,3,live,14:11,144685.85,2015,UT,TN2015
SPP,4,kill,killed,14:11,138064.75,2015,UT,TN2015
SPP,5,1,live,14:12,391909.18,2015,UT,TN2015
SPP,5,2,live,14:12,390367.09,2015,UT,TN2015
SPP,5,3,live,14:12,392756.25,2015,UT,TN2015
SPP,5,kill,killed,14:12,184852.57,2015,UT,TN2015
GSMIT,1,1,live,12:21,126415.89,2015,UT,TN2015
GSMIT,1,2,live,12:22,123399.21,2015,UT,TN2015
GSMIT,1,3,live,12:22,127563.84,2015,UT,TN2015
GSMIT,1,kill,killed,12:22,120515.79,2015,UT,TN2015
GSMIT,2,1,live,12:23,118874.82,2015,UT,TN2015
GSMIT,2,2,live,12:23,108277.3,2015,UT,TN2015
GSMIT,2,3,live,12:23,109839.1,2015,UT,TN2015
GSMIT,2,kill,killed,12:24,118886.14,2015,UT,TN2015
GSMIT,3,1,live,12:24,113064.98,2015,UT,TN2015
GSMIT,3,2,live,12:25,112531.58,2015,UT,TN2015
GSMIT,3,3,live,12:25,112364.78,2015,UT,TN2015
GSMIT,3,kill,killed,12:25,105780.12,2015,UT,TN2015
GSMIT,4,1,live,12:25,137716.81,2015,UT,TN2015
GSMIT,4,2,live,12:26,132793.73,2015,UT,TN2015
GSMIT,4,3,live,12:26,133607,2015,UT,TN2015
GSMIT,4,kill,killed,12:26,141057.14,2015,UT,TN2015
GSMIT,5,1,live,12:26,200318.7,2015,UT,TN2015
GSMIT,5,2,live,12:27,201378.37,2015,UT,TN2015
GSMIT,5,3,live,12:27,202784.4,2015,UT,TN2015
GSMIT,5,kill,killed,12:27,179583.29,2015,UT,TN2015
GSMIT,1,1,live,12:41,130143.99,2015,UT,TN2015
GSMIT,1,2,live,12:41,127979.37,2015,UT,TN2015
GSMIT,1,3,live,12:42,131135.9,2015,UT,TN2015
GSMIT,1,kill,killed,12:42,119740.25,2015,UT,TN2015
GSMIT,2,1,live,12:42,130383.49,2015,UT,TN2015
GSMIT,2,2,live,12:42,117483.57,2015,UT,TN2015
GSMIT,2,3,live,12:43,121402.09,2015,UT,TN2015
GSMIT,2,kill,killed,12:43,122790.71,2015,UT,TN2015
GSMIT,3,1,live,12:43,118015.17,2015,UT,TN2015
GSMIT,3,2,live,12:44,119169.1,2015,UT,TN2015
GSMIT,3,3,live,12:44,118715.16,2015,UT,TN2015
GSMIT,3,kill,killed,12:45,104165.02,2015,UT,TN2015
GSMIT,4,1,live,12:45,136053.37,2015,UT,TN2015
GSMIT,4,2,live,12:45,131639.07,2015,UT,TN2015
GSMIT,4,3,live,12:45,131596.73,2015,UT,TN2015
GSMIT,4,kill,killed,12:46,139211.31,2015,UT,TN2015
GSMIT,5,1,live,12:46,223896.84,2015,UT,TN2015
GSMIT,5,2,live,12:46,220279.7,2015,UT,TN2015
GSMIT,5,3,live,12:47,225616.48,2015,UT,TN2015
GSMIT,5,kill,killed,12:47,178814.31,2015,UT,TN2015
GSMIT,1,1,live,13:01,133438.46,2015,UT,TN2015
GSMIT,1,2,live,13:01,131460.92,2015,UT,TN2015
GSMIT,1,3,live,13:02,135624.07,2015,UT,TN2015
GSMIT,1,kill,killed,13:02,119091.77,2015,UT,TN2015
GSMIT,2,1,live,13:02,132234.09,2015,UT,TN2015
GSMIT,2,2,live,13:02,123059.23,2015,UT,TN2015
GSMIT,2,3,live,13:03,124145.53,2015,UT,TN2015
GSMIT,2,kill,killed,13:03,123931.83,2015,UT,TN2015
GSMIT,3,1,live,13:03,126665.95,2015,UT,TN2015
GSMIT,3,2,live,13:04,128360,2015,UT,TN2015
GSMIT,3,3,live,13:04,124890.74,2015,UT,TN2015
GSMIT,3,kill,killed,13:05,105277.18,2015,UT,TN2015
GSMIT,4,1,live,13:05,134151.79,2015,UT,TN2015
GSMIT,4,2,live,13:05,132059.42,2015,UT,TN2015
GSMIT,4,3,live,13:06,131909.85,2015,UT,TN2015
GSMIT,4,kill,killed,13:06,138172.04,2015,UT,TN2015
GSMIT,5,1,live,13:06,249988.28,2015,UT,TN2015
GSMIT,5,2,live,13:07,244717.01,2015,UT,TN2015
GSMIT,5,3,live,13:07,250321.76,2015,UT,TN2015
GSMIT,5,kill,killed,13:07,177716.39,2015,UT,TN2015
GSMIT,1,1,live,13:21,139312.75,2015,UT,TN2015
GSMIT,1,2,live,13:21,137210.59,2015,UT,TN2015
GSMIT,1,3,live,13:21,142274.07,2015,UT,TN2015
GSMIT,1,kill,killed,13:22,120093.75,2015,UT,TN2015
GSMIT,2,1,live,13:22,142226.2,2015,UT,TN2015
GSMIT,2,2,live,13:22,127880.26,2015,UT,TN2015
GSMIT,2,3,live,13:23,127934.96,2015,UT,TN2015
GSMIT,2,kill,killed,13:23,124952.68,2015,UT,TN2015
GSMIT,3,1,live,13:24,133993.32,2015,UT,TN2015
GSMIT,3,2,live,13:24,134528.93,2015,UT,TN2015
GSMIT,3,3,live,13:24,133823.42,2015,UT,TN2015
GSMIT,3,kill,killed,13:24,104674.28,2015,UT,TN2015
GSMIT,4,1,live,13:25,136536.75,2015,UT,TN2015
GSMIT,4,2,live,13:25,132804.42,2015,UT,TN2015
GSMIT,4,3,live,13:25,131414.23,2015,UT,TN2015
GSMIT,4,kill,killed,13:25,138818.39,2015,UT,TN2015
GSMIT,5,1,live,13:26,274220.75,2015,UT,TN2015
GSMIT,5,2,live,13:26,270767.68,2015,UT,TN2015
GSMIT,5,3,live,13:26,275013.25,2015,UT,TN2015
GSMIT,5,kill,killed,13:26,177080.67,2015,UT,TN2015
GSMIT,1,1,live,13:41,146060.06,2015,UT,TN2015
GSMIT,1,2,live,13:41,142704.12,2015,UT,TN2015
GSMIT,1,3,live,13:41,146918.5,2015,UT,TN2015
GSMIT,1,kill,killed,13:41,121130.19,2015,UT,TN2015
GSMIT,2,1,live,13:42,148025.95,2015,UT,TN2015
GSMIT,2,2,live,13:42,131583.89,2015,UT,TN2015
GSMIT,2,3,live,13:42,132559.2,2015,UT,TN2015
GSMIT,2,kill,killed,13:42,125044.96,2015,UT,TN2015
GSMIT,3,1,live,13:43,141403.96,2015,UT,TN2015
GSMIT,3,2,live,13:43,142732.81,2015,UT,TN2015
GSMIT,3,3,live,13:43,141550.26,2015,UT,TN2015
GSMIT,3,kill,killed,13:43,105429.94,2015,UT,TN2015
GSMIT,4,1,live,13:44,137001.9,2015,UT,TN2015
GSMIT,4,2,live,13:44,131891.65,2015,UT,TN2015
GSMIT,4,3,live,13:44,134009.54,2015,UT,TN2015
GSMIT,4,kill,killed,13:44,139217.18,2015,UT,TN2015
GSMIT,5,1,live,13:45,298988.06,2015,UT,TN2015
GSMIT,5,2,live,13:45,294186.75,2015,UT,TN2015
GSMIT,5,3,live,13:45,297867.59,2015,UT,TN2015
GSMIT,5,kill,killed,13:46,174709.23,2015,UT,TN2015
GSMIT,1,1,live,14:01,149993.45,2015,UT,TN2015
GSMIT,1,2,live,14:01,148409.12,2015,UT,TN2015
GSMIT,1,3,live,14:02,150661.25,2015,UT,TN2015
GSMIT,1,kill,killed,14:02,121158.03,2015,UT,TN2015
GSMIT,2,1,live,14:02,153346.25,2015,UT,TN2015
GSMIT,2,2,live,14:02,144454.17,2015,UT,TN2015
GSMIT,2,3,live,14:02,135835.5,2015,UT,TN2015
GSMIT,2,kill,killed,14:03,126624.37,2015,UT,TN2015
GSMIT,3,1,live,14:03,149828.35,2015,UT,TN2015
GSMIT,3,2,live,14:04,152057.35,2015,UT,TN2015
GSMIT,3,3,live,14:04,147650.4,2015,UT,TN2015
GSMIT,3,kill,killed,14:04,106396.83,2015,UT,TN2015
GSMIT,4,1,live,14:04,138762.81,2015,UT,TN2015
GSMIT,4,2,live,14:05,133951.26,2015,UT,TN2015
GSMIT,4,3,live,14:05,134738.81,2015,UT,TN2015
GSMIT,4,kill,killed,14:05,139987.93,2015,UT,TN2015
GSMIT,5,1,live,14:05,326736.46,2015,UT,TN2015
GSMIT,5,2,live,14:06,323615.81,2015,UT,TN2015
GSMIT,5,3,live,14:06,329045.59,2015,UT,TN2015
GSMIT,5,kill,killed,14:06,177164.34,2015,UT,TN2015
TNRIV,1,1,live,10:01,128293.93,2015,UT,TN2015
TNRIV,1,2,live,10:01,129080.12,2015,UT,TN2015
TNRIV,1,3,live,10:02,126620.6,2015,UT,TN2015
TNRIV,1,kill,killed,10:02,123619.64,2015,UT,TN2015
TNRIV,2,1,live,10:02,110642.28,2015,UT,TN2015
TNRIV,2,2,live,10:03,115306.21,2015,UT,TN2015
TNRIV,2,3,live,10:03,111001.58,2015,UT,TN2015
TNRIV,2,kill,killed,10:03,110941.65,2015,UT,TN2015
TNRIV,3,1,live,10:03,124519.73,2015,UT,TN2015
TNRIV,3,2,live,10:04,139304.04,2015,UT,TN2015
TNRIV,3,3,live,10:04,137594.84,2015,UT,TN2015
TNRIV,3,kill,killed,10:04,107589.01,2015,UT,TN2015
TNRIV,4,1,live,10:05,135022.6,2015,UT,TN2015
TNRIV,4,2,live,10:05,130405,2015,UT,TN2015
TNRIV,4,3,live,10:05,134340.46,2015,UT,TN2015
TNRIV,4,kill,killed,10:05,143759.1,2015,UT,TN2015
TNRIV,5,1,live,10:06,182358.17,2015,UT,TN2015
TNRIV,5,2,live,10:06,176465.78,2015,UT,TN2015
TNRIV,5,3,live,10:06,177078.92,2015,UT,TN2015
TNRIV,5,kill,killed,10:06,177636.5,2015,UT,TN2015
TNRIV,1,1,live,10:21,153441.03,2015,UT,TN2015
TNRIV,1,2,live,10:21,155493.07,2015,UT,TN2015
TNRIV,1,3,live,10:22,154477.95,2015,UT,TN2015
TNRIV,1,kill,killed,10:22,123948.61,2015,UT,TN2015
TNRIV,2,1,live,10:22,138228.87,2015,UT,TN2015
TNRIV,2,2,live,10:22,141345.1,2015,UT,TN2015
TNRIV,2,3,live,10:23,135949.93,2015,UT,TN2015
TNRIV,2,kill,killed,10:23,119838.32,2015,UT,TN2015
TNRIV,3,1,live,10:23,254601.45,2015,UT,TN2015
TNRIV,3,2,live,10:24,266842.25,2015,UT,TN2015
TNRIV,3,3,live,10:24,269927.18,2015,UT,TN2015
TNRIV,3,kill,killed,10:24,107253.06,2015,UT,TN2015
TNRIV,4,1,live,10:24,134128.39,2015,UT,TN2015
TNRIV,4,2,live,10:25,132171.35,2015,UT,TN2015
TNRIV,4,3,live,10:25,132441.56,2015,UT,TN2015
TNRIV,4,kill,killed,10:25,139524.25,2015,UT,TN2015
TNRIV,5,1,live,10:26,188526.5,2015,UT,TN2015
TNRIV,5,2,live,10:26,183195.57,2015,UT,TN2015
TNRIV,5,3,live,10:26,183961,2015,UT,TN2015
TNRIV,5,kill,killed,10:26,177530.14,2015,UT,TN2015
TNRIV,1,1,live,10:41,181190.15,2015,UT,TN2015
TNRIV,1,2,live,10:41,182869.2,2015,UT,TN2015
TNRIV,1,3,live,10:41,182568.32,2015,UT,TN2015
TNRIV,1,kill,killed,10:41,123695.01,2015,UT,TN2015
TNRIV,2,1,live,10:42,158500,2015,UT,TN2015
TNRIV,2,2,live,10:42,161705.79,2015,UT,TN2015
TNRIV,2,3,live,10:42,157844.85,2015,UT,TN2015
TNRIV,2,kill,killed,10:43,122618.56,2015,UT,TN2015
TNRIV,3,1,live,10:43,375879.75,2015,UT,TN2015
TNRIV,3,2,live,10:43,391199.25,2015,UT,TN2015
TNRIV,3,3,live,10:44,408722.62,2015,UT,TN2015
TNRIV,3,kill,killed,10:44,109251.46,2015,UT,TN2015
TNRIV,4,1,live,10:44,135294,2015,UT,TN2015
TNRIV,4,2,live,10:44,131805.92,2015,UT,TN2015
TNRIV,4,3,live,10:45,132456.35,2015,UT,TN2015
TNRIV,4,kill,killed,10:45,138585.48,2015,UT,TN2015
TNRIV,5,1,live,10:45,192744.2,2015,UT,TN2015
TNRIV,5,2,live,10:46,187279.42,2015,UT,TN2015
TNRIV,5,3,live,10:46,189500.1,2015,UT,TN2015
TNRIV,5,kill,killed,10:46,176998.43,2015,UT,TN2015
TNRIV,1,1,live,11:01,202794.35,2015,UT,TN2015
TNRIV,1,2,live,11:01,210863.78,2015,UT,TN2015
TNRIV,1,3,live,11:01,211566.12,2015,UT,TN2015
TNRIV,1,kill,killed,11:02,124260.53,2015,UT,TN2015
TNRIV,2,1,live,11:02,181074.5,2015,UT,TN2015
TNRIV,2,2,live,11:02,183562.48,2015,UT,TN2015
TNRIV,2,3,live,11:03,180382.82,2015,UT,TN2015
TNRIV,2,kill,killed,11:03,124946.8,2015,UT,TN2015
TNRIV,3,1,live,11:03,515033.18,2015,UT,TN2015
TNRIV,3,2,live,11:04,521227,2015,UT,TN2015
TNRIV,3,3,live,11:04,556446.31,2015,UT,TN2015
TNRIV,3,kill,killed,11:04,109974.68,2015,UT,TN2015
TNRIV,4,1,live,11:04,136373.26,2015,UT,TN2015
TNRIV,4,2,live,11:05,132570.96,2015,UT,TN2015
TNRIV,4,3,live,11:05,133759.43,2015,UT,TN2015
TNRIV,4,kill,killed,11:05,138645.68,2015,UT,TN2015
TNRIV,5,1,live,11:05,198768.89,2015,UT,TN2015
TNRIV,5,2,live,11:06,193842.35,2015,UT,TN2015
TNRIV,5,3,live,11:06,194144.04,2015,UT,TN2015
TNRIV,5,kill,killed,11:06,175443.39,2015,UT,TN2015
TNRIV,1,1,live,11:21,230422.62,2015,UT,TN2015
TNRIV,1,2,live,11:21,239670.96,2015,UT,TN2015
TNRIV,1,3,live,11:21,240458.46,2015,UT,TN2015
TNRIV,1,kill,killed,11:22,125038.26,2015,UT,TN2015
TNRIV,2,1,live,11:22,203074.7,2015,UT,TN2015
TNRIV,2,2,live,11:22,207519.32,2015,UT,TN2015
TNRIV,2,3,live,11:23,203190.07,2015,UT,TN2015
TNRIV,2,kill,killed,11:23,128750.97,2015,UT,TN2015
TNRIV,3,1,live,11:23,628718.37,2015,UT,TN2015
TNRIV,3,2,live,11:24,672978.87,2015,UT,TN2015
TNRIV,3,3,live,11:24,697216.37,2015,UT,TN2015
TNRIV,3,kill,killed,11:24,109637.26,2015,UT,TN2015
TNRIV,4,1,live,11:25,138293.7,2015,UT,TN2015
TNRIV,4,2,live,11:25,133247.85,2015,UT,TN2015
TNRIV,4,3,live,11:25,135242.6,2015,UT,TN2015
TNRIV,4,kill,killed,11:25,139985.21,2015,UT,TN2015
TNRIV,5,1,live,11:26,202940.34,2015,UT,TN2015
TNRIV,5,2,live,11:26,197747.48,2015,UT,TN2015
TNRIV,5,3,live,11:26,197041.76,2015,UT,TN2015
TNRIV,5,kill,killed,11:27,175207.64,2015,UT,TN2015
TNRIV,1,1,live,11:41,253754.4,2015,UT,TN2015
TNRIV,1,2,live,11:41,262126.34,2015,UT,TN2015
TNRIV,1,3,live,11:41,263017.93,2015,UT,TN2015
TNRIV,1,kill,killed,11:42,128165.75,2015,UT,TN2015
TNRIV,2,1,live,11:42,230285.4,2015,UT,TN2015
TNRIV,2,2,live,11:42,230960.89,2015,UT,TN2015
TNRIV,2,3,live,11:43,225841.59,2015,UT,TN2015
TNRIV,2,kill,killed,11:43,130994.36,2015,UT,TN2015
TNRIV,3,1,live,11:43,769975.5,2015,UT,TN2015
TNRIV,3,2,live,11:44,824236.5,2015,UT,TN2015
TNRIV,3,3,live,11:44,852466.37,2015,UT,TN2015
TNRIV,3,kill,killed,11:44,110067.82,2015,UT,TN2015
TNRIV,4,1,live,11:45,140555.64,2015,UT,TN2015
TNRIV,4,2,live,11:45,134832.57,2015,UT,TN2015
TNRIV,4,3,live,11:45,139280.95,2015,UT,TN2015
TNRIV,4,kill,killed,11:46,141224.43,2015,UT,TN2015
TNRIV,5,1,live,11:46,209238.14,2015,UT,TN2015
TNRIV,5,2,live,11:46,202982.73,2015,UT,TN2015
TNRIV,5,3,live,11:47,202053.15,2015,UT,TN2015
TNRIV,5,kill,killed,11:47,175327.68,2015,UT,TN2015
EBFISH,1,1,live,09:53,133584.65,2015,UT,TN2015
EBFISH,1,2,live,09:54,135069.15,2015,UT,TN2015
EBFISH,1,3,live,09:54,131955.42,2015,UT,TN2015
EBFISH,1,kill,killed,09:54,122723.62,2015,UT,TN2015
EBFISH,2,1,live,09:55,127471.08,2015,UT,TN2015
EBFISH,2,2,live,09:55,117768.25,2015,UT,TN2015
EBFISH,2,3,live,09:55,120006.3,2015,UT,TN2015
EBFISH,2,kill,killed,09:55,120766.48,2015,UT,TN2015
EBFISH,3,1,live,09:58,136615.54,2015,UT,TN2015
EBFISH,3,2,live,09:58,143435.17,2015,UT,TN2015
EBFISH,3,3,live,09:59,140260.79,2015,UT,TN2015
EBFISH,3,kill,killed,09:59,109309.35,2015,UT,TN2015
EBFISH,4,1,live,09:59,151548.68,2015,UT,TN2015
EBFISH,4,2,live,10:00,146689.34,2015,UT,TN2015
EBFISH,4,3,live,10:00,138695.28,2015,UT,TN2015
EBFISH,4,kill,killed,10:00,146634.6,2015,UT,TN2015
EBFISH,5,1,live,10:02,206705.65,2015,UT,TN2015
EBFISH,5,2,live,10:02,201472.09,2015,UT,TN2015
EBFISH,5,3,live,10:02,208490.79,2015,UT,TN2015
EBFISH,5,kill,killed,10:02,189716.26,2015,UT,TN2015
EBFISH,1,1,live,10:13,159720.4,2015,UT,TN2015
EBFISH,1,2,live,10:13,161037.7,2015,UT,TN2015
EBFISH,1,3,live,10:13,157116.76,2015,UT,TN2015
EBFISH,1,kill,killed,10:14,123452.6,2015,UT,TN2015
EBFISH,2,1,live,10:14,153223.57,2015,UT,TN2015
EBFISH,2,2,live,10:14,142916.95,2015,UT,TN2015
EBFISH,2,3,live,10:15,148271.96,2015,UT,TN2015
EBFISH,2,kill,killed,10:15,131552.28,2015,UT,TN2015
EBFISH,3,1,live,10:15,205568.67,2015,UT,TN2015
EBFISH,3,2,live,10:16,232773.45,2015,UT,TN2015
EBFISH,3,3,live,10:16,212923.75,2015,UT,TN2015
EBFISH,3,kill,killed,10:16,110096.5,2015,UT,TN2015
EBFISH,4,1,live,10:17,144435.03,2015,UT,TN2015
EBFISH,4,2,live,10:17,141645.81,2015,UT,TN2015
EBFISH,4,3,live,10:17,137185.65,2015,UT,TN2015
EBFISH,4,kill,killed,10:18,143274.9,2015,UT,TN2015
EBFISH,5,1,live,10:18,219572.09,2015,UT,TN2015
EBFISH,5,2,live,10:18,211893.75,2015,UT,TN2015
EBFISH,5,3,live,10:19,221535.43,2015,UT,TN2015
EBFISH,5,kill,killed,10:19,192861.18,2015,UT,TN2015
EBFISH,1,1,live,10:33,185782.56,2015,UT,TN2015
