fluorophore,site,when,sample.type,substrate,treatment,replicate,slope,int,slope.se,int.se,pval,rsq,n,calib.slope,v0,v0.se,fluorimeter
AMC,FP2016,PEEC2016,whole,Arg-AMC,live,1,39173.77369,295532.5876,12776.76952,12248.10697,0.091942542,0.824568347,4,292.4843521,133.9345965,43.68360025,UT
AMC,FP2016,PEEC2016,whole,Arg-AMC,live,2,1882503.115,-251820.8863,1571400.661,1467225.099,0.353637924,0.417783933,4,292.4843521,6436.252404,5372.597369,UT
AMC,FP2016,PEEC2016,whole,Leu-AMC,killed,k,32196.84226,330852.0897,72951.13494,69900.40218,0.68883349,0.060970589,5,292.4843521,110.0805634,249.4189327,UT
AMC,FP2016,PEEC2016,whole,Arg-AMC,killed,k,-41946.17144,293601.9625,15824.55177,14477.03862,0.117716976,0.778423335,4,292.4843521,-143.4133865,54.10392609,UT
AMC,FP2016,PEEC2016,whole,Gly-AMC,live,1,20024.78416,477116.3228,25289.70099,22983.07625,0.511464183,0.238667244,4,292.4843521,68.46446319,86.46514182,UT
AMC,FP2016,PEEC2016,whole,Gly-AMC,live,2,44972.17515,461745.3818,13863.27039,12407.21824,0.083321725,0.840299059,4,292.4843521,153.7592518,47.39833188,UT
AMC,FP2016,PEEC2016,whole,Gly-AMC,live,3,47190.2352,483804.6915,11290.41726,10047.92515,0.052753445,0.897276037,4,292.4843521,161.3427688,38.60178222,UT
AMC,FP2016,PEEC2016,whole,Pyr-AMC,live,1,-23888.69432,486423.2359,89925.43337,78788.17185,0.815385877,0.034082374,4,292.4843521,-81.67511918,307.4538269,UT
AMC,FP2016,PEEC2016,whole,Pyr-AMC,live,2,-54112.22503,437369.9654,203422.7294,175973.3989,0.815145102,0.034171333,4,292.4843521,-185.0089574,695.4995298,UT
AMC,FP2016,PEEC2016,whole,Pyr-AMC,live,3,-96830.13744,539448.7365,166521.9613,142587.3836,0.619718576,0.144613962,4,292.4843521,-331.0609157,569.3363084,UT
AMC,FP2016,PEEC2016,whole,Pyr-AMC,killed,k,-53606.69254,444132.1497,46361.40216,40105.51594,0.367026322,0.400655677,4,292.4843521,-183.2805487,158.509,UT
AMC,FP2016,PEEC2016,whole,Arg-AMC,live,3,58325.95572,280818.7014,7138.153685,6585.889756,0.014649485,0.970915637,4,292.4843521,199.415645,24.40524983,UT
AMC,FP2016,PEEC2016,whole,Leu-AMC,live,1,194431.0203,377638.2035,20307.84835,17894.64097,0.010733962,0.978647295,4,292.4843521,664.7569994,69.43225577,UT
AMC,FP2016,PEEC2016,whole,Leu-AMC,live,2,267440.2729,278719.9471,86181.15664,75507.62366,0.090037453,0.828031836,4,292.4843521,914.3746358,294.652196,UT
AMC,FP2016,PEEC2016,whole,Leu-AMC,live,3,200857.0219,348231.8049,25823.2146,22754.60925,0.01613016,0.967999861,4,292.4843521,686.7274109,88.28921757,UT
AMC,FP2016,PEEC2016,whole,GGR-AMC,live,1,294900.0922,435597.83,26774.4791,22792.18761,0.008142588,0.983781125,4,292.4843521,1008.259382,91.5415779,UT
AMC,FP2016,PEEC2016,whole,GGR-AMC,live,2,247808.8857,511680.117,7135.542906,5995.141905,0.000828096,0.998344494,4,292.4843521,847.2551913,24.39632361,UT
AMC,FP2016,PEEC2016,whole,GGR-AMC,live,3,301126.3257,530220.969,10748.51984,9149.84302,0.00127166,0.997458298,4,292.4843521,1029.546789,36.74904234,UT
AMC,FP2016,PEEC2016,whole,GGR-AMC,killed,k,-62948.90129,469277.4638,47779.50147,40143.39137,0.31835812,0.464635652,4,292.4843521,-215.2214327,163.3574621,UT
AMC,PP2016,PEEC2016,filter,Arg-AMC,live,1,37950.80455,109213.64,NA,NA,NA,1,2,109.3828067,346.9540205,NA,UT
AMC,PP2016,PEEC2016,filter,Arg-AMC,live,2,38881.4093,105369.89,NA,NA,NA,1,2,109.3828067,355.4617996,NA,UT
AMC,PP2016,PEEC2016,filter,Arg-AMC,live,3,36283.90909,82432.02,NA,NA,NA,1,2,109.3828067,331.7149212,NA,UT
AMC,PP2016,PEEC2016,filter,Arg-AMC,killed,k,35058.9,105798.6,NA,NA,NA,1,2,109.3828067,320.5156374,NA,UT
AMC,PP2016,PEEC2016,filter,Leu-AMC,live,2,79846.44545,148757.5,NA,NA,NA,1,2,109.3828067,729.9725422,NA,UT
AMC,PP2016,PEEC2016,filter,Leu-AMC,live,3,82473.66667,144765.67,NA,NA,NA,1,2,109.3828067,753.9911361,NA,UT
AMC,PP2016,PEEC2016,filter,Leu-AMC,killed,k,85199.12727,150463.62,NA,NA,NA,1,2,109.3828067,778.9078546,NA,UT
AMC,PP2016,PEEC2016,filter,GGR-AMC,live,2,36200.13333,170688.35,NA,NA,NA,1,2,109.3828067,330.9490261,NA,UT
AMC,PP2016,PEEC2016,filter,Gly-AMC,live,1,22833.85909,165862.06,NA,NA,NA,1,2,109.3828067,208.751812,NA,UT
AMC,PP2016,PEEC2016,filter,Gly-AMC,live,2,22280.31818,174852.85,NA,NA,NA,1,2,109.3828067,203.6912277,NA,UT
AMC,PP2016,PEEC2016,filter,Gly-AMC,live,3,-5324.902326,175702.43,NA,NA,NA,1,2,109.3828067,-48.68134662,NA,UT
AMC,PP2016,PEEC2016,filter,Gly-AMC,killed,k,20035.21364,175040.32,NA,NA,NA,1,2,109.3828067,183.1660226,NA,UT
AMC,PP2016,PEEC2016,filter,Pyr-AMC,live,2,4475.853333,165221.95,NA,NA,NA,1,2,109.3828067,40.919167,NA,UT
AMC,PP2016,PEEC2016,filter,Pyr-AMC,live,3,6996.3,165214.7,NA,NA,NA,1,2,109.3828067,63.96160615,NA,UT
AMC,PP2016,PEEC2016,filter,Pyr-AMC,killed,k,4258.613333,147652.04,NA,NA,NA,1,2,109.3828067,38.93311447,NA,UT
AMC,PP2016,PEEC2016,filter,GGR-AMC,live,1,35694.09545,166209.9,NA,NA,NA,1,2,109.3828067,326.3227242,NA,UT
AMC,PP2016,PEEC2016,filter,Leu-AMC,live,1,83065.4093,149032.25,NA,NA,NA,1,2,109.3828067,759.4009683,NA,UT
AMC,PP2016,PEEC2016,filter,GGR-AMC,live,3,35369.21333,173461.1,NA,NA,NA,1,2,109.3828067,323.3525854,NA,UT
AMC,PP2016,PEEC2016,filter,GGR-AMC,killed,k,34178.12,169568,NA,NA,NA,1,2,109.3828067,312.4633664,NA,UT
AMC,PP2016,PEEC2016,filter,Pyr-AMC,live,1,1710.981818,146896.67,NA,NA,NA,1,2,109.3828067,15.64214588,NA,UT
AMC,PP2016,PEEC2016,whole,Gly-AMC,killed,k,2486.713903,206045.94,3291.945983,2180.525978,0.52885535,0.221977281,4,120.5644879,20.62559172,27.30444131,UT
AMC,PP2016,PEEC2016,whole,Arg-AMC,live,1,28455.35333,130253.8758,33650.48851,23362.59872,0.486804862,0.26336925,4,120.5644879,236.0177016,279.1077962,UT
AMC,PP2016,PEEC2016,whole,Arg-AMC,live,2,39046.35905,144608.3405,4216.952177,2897.183911,0.011463523,0.977204367,4,120.5644879,323.8628533,34.97673528,UT
AMC,PP2016,PEEC2016,whole,Leu-AMC,killed,k,-1021.200285,181499.6102,1406.983701,928.3397685,0.54339923,0.208484263,4,120.5644879,-8.470158191,11.66996788,UT
AMC,PP2016,PEEC2016,whole,Arg-AMC,killed,k,2023.337676,131545.4074,1476.743174,984.8799427,0.304174467,0.484173173,4,120.5644879,16.78220272,12.24857501,UT
AMC,PP2016,PEEC2016,whole,Gly-AMC,live,1,29596.41058,235960.7167,3625.019412,2441.100621,0.014672418,0.970870444,4,120.5644879,245.4819914,30.06705769,UT
AMC,PP2016,PEEC2016,whole,Gly-AMC,live,2,29991.06149,229991.8742,1146.724597,759.5698064,0.001458759,0.99708461,4,120.5644879,248.7553509,9.511296543,UT
AMC,PP2016,PEEC2016,whole,Gly-AMC,live,3,16236.89006,228257.4955,8823.934317,5942.067915,0.207116778,0.628663804,4,120.5644879,134.6739023,73.18850246,UT
AMC,PP2016,PEEC2016,whole,Pyr-AMC,live,1,-2514.91763,235166.632,2539.595137,1682.182271,0.426408056,0.329007718,4,120.5644879,-20.85952236,21.06420541,UT
AMC,PP2016,PEEC2016,whole,Pyr-AMC,live,2,-5106.692052,256196.7662,3634.12476,2357.711862,0.295156031,0.496805021,4,120.5644879,-42.35651925,30.14258032,UT
AMC,PP2016,PEEC2016,whole,Pyr-AMC,live,3,1215.706322,232749.2633,1686.262651,1105.041823,0.545824767,0.206275142,4,120.5644879,10.08345279,13.98639584,UT
AMC,PP2016,PEEC2016,whole,Pyr-AMC,killed,k,2461.352652,219582.0548,1711.188116,1133.460318,0.286926403,0.508473955,4,120.5644879,20.41523748,14.19313552,UT
AMC,PP2016,PEEC2016,whole,Arg-AMC,live,3,48464.1005,148447.676,1640.931748,1139.253296,0.001144444,0.997712421,4,120.5644879,401.9765799,13.61040699,UT
AMC,PP2016,PEEC2016,whole,Leu-AMC,live,1,146716.9509,219726.3326,7708.226865,5156.052227,0.002748874,0.994509809,4,120.5644879,1216.916801,63.93447192,UT
AMC,PP2016,PEEC2016,whole,Leu-AMC,live,2,148884.4853,227720.2142,9742.81041,6428.388868,0.004254915,0.991508274,4,120.5644879,1234.895017,80.80995143,UT
AMC,PP2016,PEEC2016,whole,Leu-AMC,live,3,149662.7003,203772.7519,8099.457733,5401.747311,0.002915962,0.994176578,4,120.5644879,1241.349779,67.1794645,UT
AMC,PP2016,PEEC2016,whole,GGR-AMC,live,1,33210.44865,260907.4526,11819.65146,7668.237689,0.106762482,0.797873264,4,120.5644879,275.4579664,98.03592803,UT
AMC,PP2016,PEEC2016,whole,GGR-AMC,live,2,36027.83744,256028.0323,59917.05195,38058.98984,0.60871911,0.153100735,4,120.5644879,298.8262802,496.9709821,UT
AMC,PP2016,PEEC2016,whole,GGR-AMC,live,3,-1820.088407,169492.8216,169424.1175,105748.7924,0.992403917,5.77E-05,4,120.5644879,-15.09638898,1405.257224,UT
AMC,PP2016,PEEC2016,whole,GGR-AMC,killed,k,10166.56846,171402.0205,2605.830654,1655.209647,0.059858601,0.883865849,4,120.5644879,84.32473478,21.61358373,UT
MUB,bb1,PEEC2016,filter,MUB-gluco,killed,k,1151.288372,9432.51,NA,NA,NA,1,2,990.0033962,1.162913558,NA,UT
MUB,bb1,PEEC2016,filter,MUB-gluco,live,3,47610.22588,39303.51,NA,NA,NA,1,2,990.0033962,48.09097228,NA,UT
MUB,bb1,PEEC2016,filter,MUB-Phos,live,2,12793.60909,35229.36,NA,NA,NA,1,2,990.0033962,12.92279313,NA,UT
MUB,bb1,PEEC2016,filter,MUB-gluco,live,2,47262.53023,38131.43,NA,NA,NA,1,2,990.0033962,47.73976576,NA,UT
MUB,bb1,PEEC2016,filter,MUB-Phos,live,3,12066.82759,35425.94,NA,NA,NA,1,2,990.0033962,12.18867292,NA,UT
MUB,bb1,PEEC2016,filter,MUB-Phos,killed,k,5937.122727,44585.86,NA,NA,NA,1,2,990.0033962,5.997073091,NA,UT
MUB,bb1,PEEC2016,filter,MUB-Phos,live,1,14414.13793,55350.9,NA,NA,NA,1,2,990.0033962,14.55968534,NA,UT
MUB,bb1,PEEC2016,filter,MUB-gluco,live,1,46220.15294,37868.37,NA,NA,NA,1,2,990.0033962,46.68686301,NA,UT
MUB,bb1,PEEC2016,whole,MUB-gluco,live,1,27781.14044,20849.38838,511.2353258,420.4833578,0.01171391,0.999661472,3,2766.471471,10.04208456,0.184796891,UT
MUB,bb1,PEEC2016,whole,MUB-Phos,killed,k,10067.30939,16621.56839,4115.02274,3369.222132,0.24702598,0.856841217,3,2766.471471,3.63904327,1.487462561,UT
MUB,bb1,PEEC2016,whole,MUB-gluco,live,2,25367.97589,19627.5522,146.8304214,120.7658108,0.003684729,0.9999665,3,2766.471471,9.169794865,0.053074981,UT
MUB,bb1,PEEC2016,whole,MUB-gluco,killed,k,-202.302529,7989.796074,28.38344531,23.3449564,0.088739769,0.980695359,3,2766.471471,-0.073126555,0.0102598,UT
MUB,bb1,PEEC2016,whole,MUB-Phos,live,2,13923.01592,27766.91298,36773.40053,30416.88583,0.76958342,0.125377524,3,2766.471471,5.032770469,13.29252837,UT
MUB,bb1,PEEC2016,whole,MUB-Phos,live,3,65142.36752,-2962.301473,27665.83175,22521.50258,0.255675925,0.84719315,3,2766.471471,23.54709535,10.00040377,UT
MUB,bb1,PEEC2016,whole,MUB-gluco,live,3,25947.94177,21590.29498,143.303532,116.6569252,0.003515845,0.9999695,3,2766.471471,9.379435875,0.051800112,UT
MUB,bb1,PEEC2016,whole,MUB-Phos,live,1,17496.42866,33510.65804,52496.54516,43422.18553,0.795193645,0.099975111,3,2766.471471,6.324456566,18.97599368,UT
MUB,bb2,PEEC2016,filter,MUB-gluco,live,2,NA,315255.25,NA,NA,NA,0,1,724.2948976,NA,NA,UT
MUB,bb2,PEEC2016,filter,MUB-gluco,killed,k,NA,16561.7,NA,NA,NA,0,1,724.2948976,NA,NA,UT
MUB,bb2,PEEC2016,filter,MUB-gluco,live,1,NA,302809.03,NA,NA,NA,0,1,724.2948976,NA,NA,UT
MUB,bb2,PEEC2016,filter,MUB-Phos,live,2,NA,114029.37,NA,NA,NA,0,1,724.2948976,NA,NA,UT
MUB,bb2,PEEC2016,filter,MUB-gluco,live,3,NA,307248.87,NA,NA,NA,0,1,724.2948976,NA,NA,UT
MUB,bb2,PEEC2016,filter,MUB-Phos,killed,k,NA,450973.13,NA,NA,NA,0,1,724.2948976,NA,NA,UT
MUB,bb2,PEEC2016,filter,MUB-Phos,live,1,NA,112799.02,NA,NA,NA,0,1,724.2948976,NA,NA,UT
MUB,bb2,PEEC2016,filter,MUB-Phos,live,3,NA,109451.8,NA,NA,NA,0,1,724.2948976,NA,NA,UT
MUB,bb2,PEEC2016,whole,MUB-Phos,live,2,20324.93957,52591.6936,952.2603506,745.9935527,0.029804998,0.997809715,3,4902.499579,4.145831987,0.194239762,UT
MUB,bb2,PEEC2016,whole,MUB-gluco,live,2,154004.9298,120745.6358,7399.541242,5763.854396,0.030564439,0.997696762,3,4902.499579,31.41355289,1.509340515,UT
MUB,bb2,PEEC2016,whole,MUB-Phos,killed,k,836.8197223,32008.67917,902.3811458,702.9075674,0.523986847,0.462357199,3,4902.499579,0.170692462,0.184065522,UT
MUB,bb2,PEEC2016,whole,MUB-Phos,live,1,22516.19699,29065.21182,7006.159902,5457.430972,0.192045542,0.911725714,3,4902.499579,4.592799373,1.429099542,UT
MUB,bb2,PEEC2016,whole,MUB-gluco,live,1,141366.1241,97665.69151,13458.08969,10483.14576,0.060424254,0.991018315,3,4902.499579,28.83551989,2.745148566,UT
MUB,bb2,PEEC2016,whole,MUB-gluco,live,3,184175.2601,132185.608,18733.05581,14592.06761,0.064530712,0.989760359,3,4902.499579,37.56762386,3.82112339,UT
MUB,bb2,PEEC2016,whole,MUB-gluco,killed,k,36.80611983,8185.658516,223.8161487,174.3410369,0.896237847,0.026331072,3,4902.499579,0.007507623,0.045653476,UT
MUB,bb2,PEEC2016,whole,MUB-Phos,live,3,67089.85117,20651.82457,36363.64093,28325.3684,0.316203492,0.772929406,3,4902.499579,13.68482548,7.417367477,UT
MUB,BS2016,PEEC2016,filter,MUB-gluco,killed,k,149.2503788,8955.553289,39.49033397,27.02356124,0.032456389,0.826428879,5,556.6033976,0.268144929,0.070948784,UT
MUB,BS2016,PEEC2016,filter,MUB-Phos,live,2,10812.82382,46224.27215,571.2775746,390.1174764,0.000321994,0.991695458,5,556.6033976,19.42644237,1.026363794,UT
MUB,BS2016,PEEC2016,filter,MUB-Phos,live,3,14560.86427,42455.76222,4863.470183,3328.112759,0.057948852,0.749239067,5,556.6033976,26.16021449,8.737765893,UT
MUB,BS2016,PEEC2016,filter,MUB-Phos,killed,k,-51217.37597,97934.74676,78317.72002,58415.42985,0.55978968,0.124771343,5,556.6033976,-92.01772069,140.7065073,UT
MUB,BS2016,PEEC2016,filter,MUB-Phos,live,1,11367.62924,45395.23401,691.2403111,466.2670815,0.000489325,0.989028941,5,556.6033976,20.4232121,1.241890211,UT
MUB,BS2016,PEEC2016,filter,MUB-gluco,live,1,20407.7376,17655.98453,1250.28135,848.4939806,0.000500348,0.988865157,5,556.6033976,36.66477368,2.246269705,UT
MUB,BS2016,PEEC2016,filter,MUB-gluco,live,2,20226.58578,17930.56196,1191.683016,819.9649004,0.000445435,0.989693803,5,556.6033976,36.33931425,2.140991272,UT
MUB,BS2016,PEEC2016,filter,MUB-gluco,live,3,20686.15559,17894.11043,1102.788115,746.817289,0.000330736,0.991546068,5,556.6033976,37.1649826,1.981281681,UT
MUB,BS2016,PEEC2016,whole,MUB-gluco,killed,k,208.8073424,10241.88972,164.2691762,76.86644902,0.331518604,0.446867377,4,NA,NA,NA,UT
MUB,BS2016,PEEC2016,whole,MUB-Phos,live,2,102807.6873,68210.25368,6679.14765,3199.819863,0.004194227,0.991629138,4,NA,NA,NA,UT
MUB,BS2016,PEEC2016,whole,MUB-gluco,live,1,142118.5978,31674.89499,10719.9681,5016.192936,0.005641543,0.988748742,4,NA,NA,NA,UT
MUB,BS2016,PEEC2016,whole,MUB-Phos,killed,k,90784.54271,111762.6719,349962.044,203998.6561,0.819577892,0.032552137,4,NA,NA,NA,UT
MUB,BS2016,PEEC2016,whole,MUB-gluco,live,3,-9249.667548,54272.70283,76785.57607,35753.19439,0.91512854,0.007203165,4,NA,NA,NA,UT
MUB,BS2016,PEEC2016,whole,MUB-gluco,live,2,191549.3094,48470.99222,11744.45325,5572.602463,0.003738212,0.992537551,4,NA,NA,NA,UT
MUB,BS2016,PEEC2016,whole,MUB-Phos,live,1,123104.5364,78890.53271,7584.131152,3598.579436,0.00377398,0.992466283,4,NA,NA,NA,UT
MUB,BS2016,PEEC2016,whole,MUB-Phos,live,3,88411.99769,65843.01254,7558.896274,3537.03311,0.007230431,0.985591417,4,NA,NA,NA,UT
MUB,FP2016,PEEC2016,filter,MUB-gluco,live,1,4324.893516,4086.797135,209.3205725,207.7857424,0.000247931,0.993021647,5,592.5934952,7.298246692,0.353227928,UT
MUB,FP2016,PEEC2016,filter,MUB-gluco,live,2,4035.024529,3782.953232,247.2616964,246.2568712,0.000500683,0.988860198,5,592.5934952,6.809093523,0.417253477,UT
MUB,FP2016,PEEC2016,filter,MUB-gluco,live,3,4084.892006,3979.547488,234.8858221,235.3160521,0.000414337,0.99017829,5,592.5934952,6.893244761,0.396369221,UT
MUB,FP2016,PEEC2016,filter,MUB-gluco,killed,k,63.0941666,2506.710272,19.21238949,19.13431393,0.046285081,0.78237038,5,592.5934952,0.106471244,0.032420858,UT
MUB,FP2016,PEEC2016,filter,MUB-Phos,live,1,2461.297221,40408.96969,376.7452632,375.214241,0.007288729,0.93432689,5,592.5934952,4.153432734,0.635756663,UT
MUB,FP2016,PEEC2016,filter,MUB-Phos,live,2,1324.594499,42100.73936,484.2073493,485.0942505,0.071603004,0.713835265,5,592.5934952,2.235249812,0.817098657,UT
MUB,FP2016,PEEC2016,filter,MUB-Phos,live,3,3124.92032,40562.53613,2191.32781,2182.422664,0.249106724,0.40400379,5,592.5934952,5.273295008,3.697860048,UT
MUB,FP2016,PEEC2016,filter,MUB-Phos,killed,k,-4622.725885,39260.31214,1545.92704,1498.787582,0.058118506,0.748778708,5,592.5934952,-7.80083805,2.608747906,UT
MUB,FP2016,PEEC2016,whole,MUB-gluco,live,1,7328.622544,7954.601719,549.3243731,463.0499999,0.005571494,0.988888053,4,4709.195714,1.556236561,0.116649298,UT
MUB,FP2016,PEEC2016,whole,MUB-gluco,live,2,7313.265252,9322.223201,1045.689121,873.4095385,0.019838427,0.960716709,4,4709.195714,1.552975433,0.222052593,UT
MUB,FP2016,PEEC2016,whole,MUB-gluco,live,3,8122.483753,7405.813873,1003.829741,846.1728337,0.014932385,0.970358205,4,4709.195714,1.724813375,0.213163734,UT
MUB,FP2016,PEEC2016,whole,MUB-gluco,killed,k,-1016.997866,5516.228533,104.5629205,86.69461471,0.010406263,0.979295765,4,4709.195714,-0.215959991,0.022203987,UT
MUB,FP2016,PEEC2016,whole,MUB-Phos,live,1,21391.30519,12514.90474,8897.045927,7431.238045,0.138051738,0.742954806,4,4709.195714,4.542454061,1.889292029,UT
MUB,FP2016,PEEC2016,whole,MUB-Phos,live,2,13592.82152,4386.993626,9464.062049,11917.2986,0.287446382,0.507732659,4,4709.195714,2.886442259,2.009698178,UT
MUB,FP2016,PEEC2016,whole,MUB-Phos,live,3,2921.632846,25616.79033,14226.30522,11598.77759,0.856290024,0.020652557,4,4709.195714,0.620410156,3.020962831,UT
MUB,FP2016,PEEC2016,whole,MUB-Phos,killed,k,31542.71625,3321.724515,10793.16543,8746.701025,0.099854582,0.810261774,4,4709.195714,6.698111135,2.291933927,UT
MUB,PP2016,PEEC2016,filter,MUB-gluco,live,1,6626.008696,6158.99,NA,NA,NA,1,2,2637.903445,2.51184656,NA,UT
MUB,PP2016,PEEC2016,filter,MUB-gluco,live,2,6922.969565,6219.95,NA,NA,NA,1,2,2637.903445,2.624421139,NA,UT
MUB,PP2016,PEEC2016,filter,MUB-gluco,live,3,7459.533333,6459.05,NA,NA,NA,1,2,2637.903445,2.827826525,NA,UT
MUB,PP2016,PEEC2016,filter,MUB-gluco,killed,k,7731.066667,6747.23,NA,NA,NA,1,2,2637.903445,2.930761806,NA,UT
MUB,PP2016,PEEC2016,filter,MUB-Phos,live,1,9297.873913,41777.5,NA,NA,NA,1,2,2637.903445,3.524721092,NA,UT
MUB,PP2016,PEEC2016,filter,MUB-Phos,live,2,8421.306667,41684.45,NA,NA,NA,1,2,2637.903445,3.192424151,NA,UT
MUB,PP2016,PEEC2016,filter,MUB-Phos,live,3,9310.568182,42626.38,NA,NA,NA,1,2,2637.903445,3.529533349,NA,UT
MUB,PP2016,PEEC2016,filter,MUB-Phos,killed,k,8189.316279,42483.34,NA,NA,NA,1,2,2637.903445,3.104479162,NA,UT
MUB,PP2016,PEEC2016,whole,MUB-gluco,live,1,13812.88447,9959.823151,460.4512946,295.7301985,0.001109368,0.997782495,4,9585.277247,1.441052159,0.048037348,UT
MUB,PP2016,PEEC2016,whole,MUB-gluco,live,2,13090.8811,9224.988436,390.4512669,245.4595214,0.000888417,0.998223955,4,9585.277247,1.365727956,0.040734478,UT
MUB,PP2016,PEEC2016,whole,MUB-gluco,live,3,12053.24356,8544.411477,391.4362969,250.4079246,0.001052999,0.997895111,4,9585.277247,1.257474693,0.040837243,UT
MUB,PP2016,PEEC2016,whole,MUB-gluco,killed,k,1.340639269,5748.436164,36.69166816,23.56565056,0.974172368,0.000667067,4,9585.277247,0.000139864,0.003827919,UT
MUB,PP2016,PEEC2016,whole,MUB-Phos,live,1,4973.603775,47710.35637,423.789403,271.1047128,0.00718223,0.985687124,4,9585.277247,0.518879491,0.044212535,UT
MUB,PP2016,PEEC2016,whole,MUB-Phos,live,2,7269.42968,45818.86192,334.4516644,214.8054708,0.002110036,0.995784381,4,9585.277247,0.758395349,0.034892226,UT
MUB,PP2016,PEEC2016,whole,MUB-Phos,live,3,5391.627397,45632.21562,290.2283717,186.4025468,0.002885077,0.99423817,4,9585.277247,0.562490501,0.030278558,UT
MUB,PP2016,PEEC2016,whole,MUB-Phos,killed,k,201.9833145,43942.35786,253.8713825,162.4054961,0.509683687,0.240410087,4,9585.277247,0.021072245,0.026485554,UT
