fluorimeter number,site,substrate ,sample.type,rep,RFU,time,date,exp.time,exp.date,year,when
1,FP2016,2,filter,k,233727.18,16:02,6/1/2016,14:32,6/1/2016,2016,PEEC2247
1,FP2016,3,filter,1,177735.25,16:03,6/1/2016,14:32,6/1/2016,2016,PEEC2248
1,FP2016,3,filter,2,249796.4,16:03,6/1/2016,14:32,6/1/2016,2016,PEEC2249
1,FP2016,3,filter,3,246364.32,16:04,6/1/2016,14:32,6/1/2016,2016,PEEC2250
1,FP2016,3,filter,k,133477.17,16:04,6/1/2016,14:32,6/1/2016,2016,PEEC2251
1,FP2016,4,filter,1,171022.42,16:04,6/1/2016,14:32,6/1/2016,2016,PEEC2252
1,FP2016,4,filter,2,163208.53,16:05,6/1/2016,14:32,6/1/2016,2016,PEEC2253
1,FP2016,4,filter,3,182415.53,16:05,6/1/2016,14:32,6/1/2016,2016,PEEC2254
1,FP2016,4,filter,k,169060.84,16:06,6/1/2016,14:32,6/1/2016,2016,PEEC2255
1,FP2016,5,filter,1,367094.43,16:06,6/1/2016,14:32,6/1/2016,2016,PEEC2256
1,FP2016,5,filter,2,348419.46,16:06,6/1/2016,14:32,6/1/2016,2016,PEEC2257
1,FP2016,5,filter,3,378617.81,16:07,6/1/2016,14:32,6/1/2016,2016,PEEC2258
1,FP2016,5,filter,k,184642.04,16:07,6/1/2016,14:32,6/1/2016,2016,PEEC2259
1,FP2016,6,filter,1,10790.26,16:08,6/1/2016,14:32,6/1/2016,2016,PEEC2260
1,FP2016,6,filter,2,10103.45,16:08,6/1/2016,14:32,6/1/2016,2016,PEEC2261
1,FP2016,6,filter,3,10378.99,16:08,6/1/2016,14:32,6/1/2016,2016,PEEC2262
1,FP2016,6,filter,k,2592.37,16:09,6/1/2016,14:32,6/1/2016,2016,PEEC2263
1,FP2016,7,filter,1,44585.89,16:09,6/1/2016,14:32,6/1/2016,2016,PEEC2264
1,FP2016,7,filter,2,44420.88,16:09,6/1/2016,14:32,6/1/2016,2016,PEEC2265
1,FP2016,7,filter,3,43544.17,16:10,6/1/2016,14:32,6/1/2016,2016,PEEC2266
1,FP2016,7,filter,k,32166.55,16:10,6/1/2016,14:32,6/1/2016,2016,PEEC2267
1,BS2016,1,filter,1,121394.5,18:20,6/1/2016,18:20,6/1/2016,2016,PEEC2268
1,BS2016,1,filter,2,122099.24,18:20,6/1/2016,18:20,6/1/2016,2016,PEEC2269
1,BS2016,1,filter,3,122678.28,18:20,6/1/2016,18:20,6/1/2016,2016,PEEC2270
1,BS2016,1,filter,k,87911.11,18:21,6/1/2016,18:20,6/1/2016,2016,PEEC2271
1,BS2016,2,filter,1,164852.2,18:21,6/1/2016,18:20,6/1/2016,2016,PEEC2272
1,BS2016,2,filter,2,168010.73,18:21,6/1/2016,18:20,6/1/2016,2016,PEEC2273
1,BS2016,2,filter,3,163579.92,18:22,6/1/2016,18:20,6/1/2016,2016,PEEC2274
1,BS2016,2,filter,k,140161.46,18:22,6/1/2016,18:20,6/1/2016,2016,PEEC2275
1,BS2016,3,filter,1,156009.57,18:22,6/1/2016,18:20,6/1/2016,2016,PEEC2276
1,BS2016,3,filter,2,149178.96,18:23,6/1/2016,18:20,6/1/2016,2016,PEEC2277
1,BS2016,3,filter,3,150394.17,18:23,6/1/2016,18:20,6/1/2016,2016,PEEC2278
1,BS2016,3,filter,k,108976.21,18:23,6/1/2016,18:20,6/1/2016,2016,PEEC2279
1,BS2016,4,filter,1,144407.64,18:24,6/1/2016,18:20,6/1/2016,2016,PEEC2280
1,BS2016,4,filter,2,142742.65,18:24,6/1/2016,18:20,6/1/2016,2016,PEEC2281
1,BS2016,4,filter,3,142587.95,18:24,6/1/2016,18:20,6/1/2016,2016,PEEC2282
1,BS2016,4,filter,k,142456.87,18:25,6/1/2016,18:20,6/1/2016,2016,PEEC2283
1,BS2016,5,filter,1,175629.31,18:25,6/1/2016,18:20,6/1/2016,2016,PEEC2284
1,BS2016,5,filter,2,175823.59,18:26,6/1/2016,18:20,6/1/2016,2016,PEEC2285
1,BS2016,5,filter,3,175514.64,18:26,6/1/2016,18:20,6/1/2016,2016,PEEC2286
1,BS2016,5,filter,k,135445.37,18:26,6/1/2016,18:20,6/1/2016,2016,PEEC2287
1,BS2016,6,filter,1,17386.06,18:27,6/1/2016,18:20,6/1/2016,2016,PEEC2288
1,BS2016,6,filter,2,17566.39,18:27,6/1/2016,18:20,6/1/2016,2016,PEEC2289
1,BS2016,6,filter,3,17454.55,18:28,6/1/2016,18:20,6/1/2016,2016,PEEC2290
1,BS2016,6,filter,k,8981.6,18:28,6/1/2016,18:20,6/1/2016,2016,PEEC2291
1,BS2016,7,filter,1,44956.26,18:29,6/1/2016,18:20,6/1/2016,2016,PEEC2292
1,BS2016,7,filter,2,46091.13,18:29,6/1/2016,18:20,6/1/2016,2016,PEEC2293
1,BS2016,7,filter,3,45485.09,18:29,6/1/2016,18:20,6/1/2016,2016,PEEC2294
1,BS2016,7,filter,k,40478.52,18:30,6/1/2016,18:20,6/1/2016,2016,PEEC2295
1,BS2016,1,filter,1,155180.15,18:38,6/1/2016,18:20,6/1/2016,2016,PEEC2296
1,BS2016,1,filter,2,155941.81,18:38,6/1/2016,18:20,6/1/2016,2016,PEEC2297
1,BS2016,1,filter,3,157777.12,18:38,6/1/2016,18:20,6/1/2016,2016,PEEC2298
1,BS2016,1,filter,k,87915.49,18:39,6/1/2016,18:20,6/1/2016,2016,PEEC2299
1,BS2016,2,filter,1,178978.85,18:39,6/1/2016,18:20,6/1/2016,2016,PEEC2300
1,BS2016,2,filter,2,183257.1,18:39,6/1/2016,18:20,6/1/2016,2016,PEEC2301
1,BS2016,2,filter,3,179516.64,18:40,6/1/2016,18:20,6/1/2016,2016,PEEC2302
1,BS2016,2,filter,k,143059.04,18:40,6/1/2016,18:20,6/1/2016,2016,PEEC2303
1,BS2016,3,filter,1,190795.53,18:40,6/1/2016,18:20,6/1/2016,2016,PEEC2304
1,BS2016,3,filter,2,184386.73,18:41,6/1/2016,18:20,6/1/2016,2016,PEEC2305
1,BS2016,3,filter,3,185873,18:41,6/1/2016,18:20,6/1/2016,2016,PEEC2306
1,BS2016,3,filter,k,110507.92,18:41,6/1/2016,18:20,6/1/2016,2016,PEEC2307
1,BS2016,4,filter,1,45429.84,18:42,6/1/2016,18:20,6/1/2016,2016,PEEC2308
1,BS2016,4,filter,2,144155.54,18:42,6/1/2016,18:20,6/1/2016,2016,PEEC2309
1,BS2016,4,filter,3,144041.04,18:42,6/1/2016,18:20,6/1/2016,2016,PEEC2310
1,BS2016,4,filter,k,144041.76,18:43,6/1/2016,18:20,6/1/2016,2016,PEEC2311
1,BS2016,5,filter,1,209129.42,18:43,6/1/2016,18:20,6/1/2016,2016,PEEC2312
1,BS2016,5,filter,2,209263.14,18:43,6/1/2016,18:20,6/1/2016,2016,PEEC2313
1,BS2016,5,filter,3,209749.65,18:44,6/1/2016,18:20,6/1/2016,2016,PEEC2314
1,BS2016,5,filter,k,139494.26,18:44,6/1/2016,18:20,6/1/2016,2016,PEEC2315
1,BS2016,6,filter,1,23333.43,18:45,6/1/2016,18:20,6/1/2016,2016,PEEC2316
1,BS2016,6,filter,2,23742.95,18:45,6/1/2016,18:20,6/1/2016,2016,PEEC2317
1,BS2016,6,filter,3,23742.06,18:45,6/1/2016,18:20,6/1/2016,2016,PEEC2318
1,BS2016,6,filter,k,8954.9,18:46,6/1/2016,18:20,6/1/2016,2016,PEEC2319
1,BS2016,7,filter,1,48915.12,18:46,6/1/2016,18:20,6/1/2016,2016,PEEC2320
1,BS2016,7,filter,2,49001.03,18:46,6/1/2016,18:20,6/1/2016,2016,PEEC2321
1,BS2016,7,filter,3,40532.98,18:47,6/1/2016,18:20,6/1/2016,2016,PEEC2322
1,BS2016,7,filter,k,191744.18,18:47,6/1/2016,18:20,6/1/2016,2016,PEEC2323
1,BS2016,1,filter,1,191085.62,18:54,6/1/2016,18:20,6/1/2016,2016,PEEC2324
1,BS2016,1,filter,2,192258.98,18:54,6/1/2016,18:20,6/1/2016,2016,PEEC2325
1,BS2016,1,filter,3,88596.76,18:54,6/1/2016,18:20,6/1/2016,2016,PEEC2326
1,BS2016,1,filter,k,190511.17,18:55,6/1/2016,18:20,6/1/2016,2016,PEEC2327
1,BS2016,2,filter,1,190511.17,18:55,6/1/2016,18:20,6/1/2016,2016,PEEC2328
1,BS2016,2,filter,2,193661.71,18:55,6/1/2016,18:20,6/1/2016,2016,PEEC2329
1,BS2016,2,filter,3,189147.59,18:56,6/1/2016,18:20,6/1/2016,2016,PEEC2330
1,BS2016,2,filter,k,144747.37,18:56,6/1/2016,18:20,6/1/2016,2016,PEEC2331
1,BS2016,3,filter,1,223366,18:56,6/1/2016,18:20,6/1/2016,2016,PEEC2332
1,BS2016,3,filter,2,215978.07,18:57,6/1/2016,18:20,6/1/2016,2016,PEEC2333
1,BS2016,3,filter,3,215201.54,18:57,6/1/2016,18:20,6/1/2016,2016,PEEC2334
1,BS2016,3,filter,k,111417.99,18:57,6/1/2016,18:20,6/1/2016,2016,PEEC2335
1,BS2016,4,filter,1,145724.71,18:58,6/1/2016,18:20,6/1/2016,2016,PEEC2336
1,BS2016,4,filter,2,143514.06,18:58,6/1/2016,18:20,6/1/2016,2016,PEEC2337
1,BS2016,4,filter,3,143382.14,18:58,6/1/2016,18:20,6/1/2016,2016,PEEC2338
1,BS2016,4,filter,k,143955.46,18:59,6/1/2016,18:20,6/1/2016,2016,PEEC2339
1,BS2016,5,filter,1,240673.12,18:59,6/1/2016,18:20,6/1/2016,2016,PEEC2340
1,BS2016,5,filter,2,241166.57,18:59,6/1/2016,18:20,6/1/2016,2016,PEEC2341
1,BS2016,5,filter,3,238151.73,18:59,6/1/2016,18:20,6/1/2016,2016,PEEC2342
1,BS2016,5,filter,k,143643.15,19:00,6/1/2016,18:20,6/1/2016,2016,PEEC2343
1,BS2016,6,filter,1,29048.82,19:00,6/1/2016,18:20,6/1/2016,2016,PEEC2344
1,BS2016,6,filter,2,29179.31,19:00,6/1/2016,18:20,6/1/2016,2016,PEEC2345
1,BS2016,6,filter,3,29265.01,19:01,6/1/2016,18:20,6/1/2016,2016,PEEC2346
1,BS2016,6,filter,k,9032.69,19:01,6/1/2016,18:20,6/1/2016,2016,PEEC2347
1,BS2016,7,filter,1,51397.64,19:01,6/1/2016,18:20,6/1/2016,2016,PEEC2348
1,BS2016,7,filter,2,52421.88,19:02,6/1/2016,18:20,6/1/2016,2016,PEEC2349
1,BS2016,7,filter,3,52326.12,19:02,6/1/2016,18:20,6/1/2016,2016,PEEC2350
1,BS2016,7,filter,k,20669.7,19:05,6/1/2016,18:20,6/1/2016,2016,PEEC2351
1,BS2016,1,filter,1,225735.9,19:05,6/1/2016,18:20,6/1/2016,2016,PEEC2352
1,BS2016,1,filter,2,228517.5,19:05,6/1/2016,18:20,6/1/2016,2016,PEEC2353
1,BS2016,1,filter,3,228373.26,19:06,6/1/2016,18:20,6/1/2016,2016,PEEC2354
1,BS2016,1,filter,k,88860.26,19:06,6/1/2016,18:20,6/1/2016,2016,PEEC2355
1,BS2016,2,filter,1,199078.81,19:07,6/1/2016,18:20,6/1/2016,2016,PEEC2356
1,BS2016,2,filter,2,2023137.23,19:07,6/1/2016,18:20,6/1/2016,2016,PEEC2357
1,BS2016,2,filter,3,197843.65,19:07,6/1/2016,18:20,6/1/2016,2016,PEEC2358
1,BS2016,2,filter,k,144063.68,19:08,6/1/2016,18:20,6/1/2016,2016,PEEC2359
1,BS2016,3,filter,1,254051.06,19:08,6/1/2016,18:20,6/1/2016,2016,PEEC2360
1,BS2016,3,filter,2,247147.64,19:09,6/1/2016,18:20,6/1/2016,2016,PEEC2361
1,BS2016,3,filter,3,245961.57,19:09,6/1/2016,18:20,6/1/2016,2016,PEEC2362
1,BS2016,3,filter,k,112034.68,19:10,6/1/2016,18:20,6/1/2016,2016,PEEC2363
1,BS2016,4,filter,1,146045.78,19:10,6/1/2016,18:20,6/1/2016,2016,PEEC2364
1,BS2016,4,filter,2,144259.26,19:10,6/1/2016,18:20,6/1/2016,2016,PEEC2365
1,BS2016,4,filter,3,144754.64,19:11,6/1/2016,18:20,6/1/2016,2016,PEEC2366
1,BS2016,4,filter,k,144155.54,19:11,6/1/2016,18:20,6/1/2016,2016,PEEC2367
1,BS2016,5,filter,1,272808.31,19:12,6/1/2016,18:20,6/1/2016,2016,PEEC2368
1,BS2016,5,filter,2,275026.5,19:12,6/1/2016,18:20,6/1/2016,2016,PEEC2369
1,BS2016,5,filter,3,268763.25,19:13,6/1/2016,18:20,6/1/2016,2016,PEEC2370
1,BS2016,5,filter,k,147663.23,19:13,6/1/2016,18:20,6/1/2016,2016,PEEC2371
1,BS2016,6,filter,1,34834.29,19:13,6/1/2016,18:20,6/1/2016,2016,PEEC2372
1,BS2016,6,filter,2,35261.24,19:14,6/1/2016,18:20,6/1/2016,2016,PEEC2373
1,BS2016,6,filter,3,35112.01,19:14,6/1/2016,18:20,6/1/2016,2016,PEEC2374
1,BS2016,6,filter,k,9100.07,19:14,6/1/2016,18:20,6/1/2016,2016,PEEC2375
1,BS2016,7,filter,1,54848.26,19:15,6/1/2016,18:20,6/1/2016,2016,PEEC2376
1,BS2016,7,filter,2,55149.68,19:15,6/1/2016,18:20,6/1/2016,2016,PEEC2377
1,BS2016,7,filter,3,55543.74,19:15,6/1/2016,18:20,6/1/2016,2016,PEEC2378
1,BS2016,7,filter,k,40668.39,19:30,6/1/2016,18:20,6/1/2016,2016,PEEC2379
1,BS2016,1,filter,1,260972.96,19:30,6/1/2016,18:20,6/1/2016,2016,PEEC2380
1,BS2016,1,filter,2,262428.03,19:30,6/1/2016,18:20,6/1/2016,2016,PEEC2381
1,BS2016,1,filter,3,263087.46,19:31,6/1/2016,18:20,6/1/2016,2016,PEEC2382
1,BS2016,1,filter,k,89300.1,19:31,6/1/2016,18:20,6/1/2016,2016,PEEC2383
1,BS2016,2,filter,1,207230.07,19:31,6/1/2016,18:20,6/1/2016,2016,PEEC2384
1,BS2016,2,filter,2,2099757.68,19:32,6/1/2016,18:20,6/1/2016,2016,PEEC2385
1,BS2016,2,filter,3,204316.89,19:32,6/1/2016,18:20,6/1/2016,2016,PEEC2386
1,BS2016,2,filter,k,144472.7,19:32,6/1/2016,18:20,6/1/2016,2016,PEEC2387
1,BS2016,3,filter,1,285379.71,19:33,6/1/2016,18:20,6/1/2016,2016,PEEC2388
1,BS2016,3,filter,2,278732.21,19:33,6/1/2016,18:20,6/1/2016,2016,PEEC2389
1,BS2016,3,filter,3,278215.68,19:33,6/1/2016,18:20,6/1/2016,2016,PEEC2390
1,BS2016,3,filter,k,105884.85,19:34,6/1/2016,18:20,6/1/2016,2016,PEEC2391
1,BS2016,4,filter,1,147942.76,19:34,6/1/2016,18:20,6/1/2016,2016,PEEC2392
1,BS2016,4,filter,2,145111.64,19:34,6/1/2016,18:20,6/1/2016,2016,PEEC2393
1,BS2016,4,filter,3,144987.73,19:35,6/1/2016,18:20,6/1/2016,2016,PEEC2394
1,BS2016,4,filter,k,144858.79,19:35,6/1/2016,18:20,6/1/2016,2016,PEEC2395
1,BS2016,5,filter,1,306821.37,19:35,6/1/2016,18:20,6/1/2016,2016,PEEC2396
1,BS2016,5,filter,2,309542.81,19:35,6/1/2016,18:20,6/1/2016,2016,PEEC2397
1,BS2016,5,filter,3,300525.03,19:35,6/1/2016,18:20,6/1/2016,2016,PEEC2398
1,BS2016,5,filter,k,150491.98,19:36,6/1/2016,18:20,6/1/2016,2016,PEEC2399
1,BS2016,6,filter,1,40138.73,19:36,6/1/2016,18:20,6/1/2016,2016,PEEC2400
1,BS2016,6,filter,2,40537.36,19:37,6/1/2016,18:20,6/1/2016,2016,PEEC2401
1,BS2016,6,filter,3,40783.85,19:37,6/1/2016,18:20,6/1/2016,2016,PEEC2402
1,BS2016,6,filter,k,9123.92,19:38,6/1/2016,18:20,6/1/2016,2016,PEEC2403
1,BS2016,7,filter,1,57930.41,19:38,6/1/2016,18:20,6/1/2016,2016,PEEC2404
1,BS2016,7,filter,2,58373.12,19:39,6/1/2016,18:20,6/1/2016,2016,PEEC2405
1,BS2016,7,filter,3,58918.62,19:39,6/1/2016,18:20,6/1/2016,2016,PEEC2406
1,BS2016,7,filter,k,40753.57,19:40,6/1/2016,18:20,6/1/2016,2016,PEEC2407
2,BS2016,1,whole,1,185155.92,18:22,6/1/2016,18:20,6/1/2016,2016,PEEC2408
2,BS2016,1,whole,2,194428.35,18:22,6/1/2016,18:20,6/1/2016,2016,PEEC2409
2,BS2016,1,whole,3,188608.51,18:23,6/1/2016,18:20,6/1/2016,2016,PEEC2410
2,BS2016,1,whole,k,93017.8,18:23,6/1/2016,18:20,6/1/2016,2016,PEEC2411
2,BS2016,2,whole,1,288175.09,18:23,6/1/2016,18:20,6/1/2016,2016,PEEC2412
2,BS2016,2,whole,2,282556.46,18:24,6/1/2016,18:20,6/1/2016,2016,PEEC2413
2,BS2016,2,whole,3,321143.21,18:24,6/1/2016,18:20,6/1/2016,2016,PEEC2414
2,BS2016,2,whole,k,144446.57,18:24,6/1/2016,18:20,6/1/2016,2016,PEEC2415
2,BS2016,3,whole,1,708911.68,18:25,6/1/2016,18:20,6/1/2016,2016,PEEC2416
2,BS2016,3,whole,2,608895.5,18:25,6/1/2016,18:20,6/1/2016,2016,PEEC2417
2,BS2016,3,whole,3,620828.12,18:25,6/1/2016,18:20,6/1/2016,2016,PEEC2418
2,BS2016,3,whole,k,86034.82,18:26,6/1/2016,18:20,6/1/2016,2016,PEEC2419
2,BS2016,4,whole,1,155889.65,18:26,6/1/2016,18:20,6/1/2016,2016,PEEC2420
2,BS2016,4,whole,2,143921.6,18:26,6/1/2016,18:20,6/1/2016,2016,PEEC2421
2,BS2016,4,whole,3,153561.96,18:27,6/1/2016,18:20,6/1/2016,2016,PEEC2422
2,BS2016,4,whole,k,153964.71,18:27,6/1/2016,18:20,6/1/2016,2016,PEEC2423
2,BS2016,5,whole,1,288263.84,18:27,6/1/2016,18:20,6/1/2016,2016,PEEC2424
2,BS2016,5,whole,2,358815.96,18:28,6/1/2016,18:20,6/1/2016,2016,PEEC2425
2,BS2016,5,whole,3,267126.09,18:28,6/1/2016,18:20,6/1/2016,2016,PEEC2426
2,BS2016,5,whole,k,151017.39,18:28,6/1/2016,18:20,6/1/2016,2016,PEEC2427
2,BS2016,6,whole,1,34467.19,18:29,6/1/2016,18:20,6/1/2016,2016,PEEC2428
2,BS2016,6,whole,2,51602.05,18:29,6/1/2016,18:20,6/1/2016,2016,PEEC2429
2,BS2016,6,whole,3,34604.56,18:30,6/1/2016,18:20,6/1/2016,2016,PEEC2430
2,BS2016,6,whole,k,10205.82,18:30,6/1/2016,18:20,6/1/2016,2016,PEEC2431
2,BS2016,7,whole,1,81550.45,18:30,6/1/2016,18:20,6/1/2016,2016,PEEC2432
2,BS2016,7,whole,2,70276.57,18:30,6/1/2016,18:20,6/1/2016,2016,PEEC2433
2,BS2016,7,whole,3,65356.45,18:31,6/1/2016,18:20,6/1/2016,2016,PEEC2434
2,BS2016,7,whole,k,47001.22,18:31,6/1/2016,18:20,6/1/2016,2016,PEEC2435
2,BS2016,1,whole,1,41498.62,18:38,6/1/2016,18:20,6/1/2016,2016,PEEC2436
2,BS2016,1,whole,2,365567.96,18:38,6/1/2016,18:20,6/1/2016,2016,PEEC2437
2,BS2016,1,whole,3,380745,18:38,6/1/2016,18:20,6/1/2016,2016,PEEC2438
2,BS2016,1,whole,k,101132.49,18:39,6/1/2016,18:20,6/1/2016,2016,PEEC2439
2,BS2016,2,whole,1,444399.59,18:39,6/1/2016,18:20,6/1/2016,2016,PEEC2440
2,BS2016,2,whole,2,431369.62,18:39,6/1/2016,18:20,6/1/2016,2016,PEEC2441
2,BS2016,2,whole,3,478944.46,18:40,6/1/2016,18:20,6/1/2016,2016,PEEC2442
2,BS2016,2,whole,k,154636.4,18:40,6/1/2016,18:20,6/1/2016,2016,PEEC2443
2,BS2016,3,whole,1,1196132.75,18:40,6/1/2016,18:20,6/1/2016,2016,PEEC2444
2,BS2016,3,whole,2,967288.31,18:41,6/1/2016,18:20,6/1/2016,2016,PEEC2445
2,BS2016,3,whole,3,968809.5,18:41,6/1/2016,18:20,6/1/2016,2016,PEEC2446
2,BS2016,3,whole,k,109491.32,18:41,6/1/2016,18:20,6/1/2016,2016,PEEC2447
2,BS2016,4,whole,1,168565.06,18:42,6/1/2016,18:20,6/1/2016,2016,PEEC2448
2,BS2016,4,whole,2,152552.37,18:42,6/1/2016,18:20,6/1/2016,2016,PEEC2449
2,BS2016,4,whole,3,165094.98,18:42,6/1/2016,18:20,6/1/2016,2016,PEEC2450
2,BS2016,4,whole,k,58948.95,18:43,6/1/2016,18:20,6/1/2016,2016,PEEC2451
2,BS2016,5,whole,1,500773.87,18:43,6/1/2016,18:20,6/1/2016,2016,PEEC2452
2,BS2016,5,whole,2,765233.81,18:43,6/1/2016,18:20,6/1/2016,2016,PEEC2453
2,BS2016,5,whole,3,399143.96,18:44,6/1/2016,18:20,6/1/2016,2016,PEEC2454
2,BS2016,5,whole,k,158953.95,18:44,6/1/2016,18:20,6/1/2016,2016,PEEC2455
2,BS2016,6,whole,1,67959.94,18:45,6/1/2016,18:20,6/1/2016,2016,PEEC2456
2,BS2016,6,whole,2,97981.93,18:45,6/1/2016,18:20,6/1/2016,2016,PEEC2457
2,BS2016,6,whole,3,62149.03,18:45,6/1/2016,18:20,6/1/2016,2016,PEEC2458
2,BS2016,6,whole,k,10390.06,18:46,6/1/2016,18:20,6/1/2016,2016,PEEC2459
2,BS2016,7,whole,1,109278.73,18:46,6/1/2016,18:20,6/1/2016,2016,PEEC2460
2,BS2016,7,whole,2,93972.56,18:46,6/1/2016,18:20,6/1/2016,2016,PEEC2461
2,BS2016,7,whole,3,92312.71,18:47,6/1/2016,18:20,6/1/2016,2016,PEEC2462
2,BS2016,7,whole,k,45615.78,18:47,6/1/2016,18:20,6/1/2016,2016,PEEC2463
2,BS2016,1,whole,1,479198.82,18:54,6/1/2016,18:20,6/1/2016,2016,PEEC2464
2,BS2016,1,whole,2,509385.62,18:54,6/1/2016,18:20,6/1/2016,2016,PEEC2465
2,BS2016,1,whole,3,504433.96,18:54,6/1/2016,18:20,6/1/2016,2016,PEEC2466
2,BS2016,1,whole,k,100017.91,18:55,6/1/2016,18:20,6/1/2016,2016,PEEC2467
2,BS2016,2,whole,1,617477.56,18:55,6/1/2016,18:20,6/1/2016,2016,PEEC2468
2,BS2016,2,whole,2,644692.75,18:55,6/1/2016,18:20,6/1/2016,2016,PEEC2469
2,BS2016,2,whole,3,726706.5,18:56,6/1/2016,18:20,6/1/2016,2016,PEEC2470
2,BS2016,2,whole,k,157485.45,18:56,6/1/2016,18:20,6/1/2016,2016,PEEC2471
2,BS2016,3,whole,1,2346411,18:56,6/1/2016,18:20,6/1/2016,2016,PEEC2472
2,BS2016,3,whole,2,1918412.12,18:57,6/1/2016,18:20,6/1/2016,2016,PEEC2473
2,BS2016,3,whole,3,1887199.25,18:57,6/1/2016,18:20,6/1/2016,2016,PEEC2474
2,BS2016,3,whole,k,92384.44,18:57,6/1/2016,18:20,6/1/2016,2016,PEEC2475
2,BS2016,4,whole,1,138370.85,18:58,6/1/2016,18:20,6/1/2016,2016,PEEC2476
2,BS2016,4,whole,2,148400.84,18:58,6/1/2016,18:20,6/1/2016,2016,PEEC2477
2,BS2016,4,whole,3,159645.28,18:58,6/1/2016,18:20,6/1/2016,2016,PEEC2478
